日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-03-30,'600343,航天动力,12.89,13.08,12.6,12.79,12.75,0.14,1.098,2.8482,18177426,234927569.0,8226479825.72,8226479825.72
2018-03-29,'600343,航天动力,12.75,13.05,12.62,12.63,12.71,0.04,0.3147,3.0153,19244038,246046634.0,8137130937.0,8137130937.0
2018-03-28,'600343,航天动力,12.71,13.52,12.6,13.33,13.61,-0.9,-6.6128,5.3822,34349815,452247062.0,8111602683.08,8111602683.08
2018-03-27,'600343,航天动力,13.61,13.75,13.06,13.22,13.67,-0.06,-0.4389,7.2832,46482046,621989641.0,8685988396.28,8685988396.28
2018-03-26,'600343,航天动力,13.67,13.79,12.77,13.32,13.15,0.52,3.9544,10.0644,64231630,859633519.0,8724280777.16,8724280777.16
2018-03-23,'600343,航天动力,13.15,13.15,11.46,11.61,11.95,1.2,10.0418,8.8959,56773937,719409347.0,8392413476.2,8392413476.2
2018-03-22,'600343,航天动力,11.95,11.98,11.52,11.7,11.74,0.21,1.7888,2.1662,13824797,163749105.0,7626565858.6,7626565858.6
2018-03-21,'600343,航天动力,11.74,11.89,11.42,11.5,11.48,0.26,2.2648,2.1823,13927668,163208573.0,7492542525.52,7492542525.52
2018-03-20,'600343,航天动力,11.48,11.57,11.08,11.22,11.32,0.16,1.4134,0.8915,5689485,64526565.0,7326608875.04,7326608875.04
2018-03-19,'600343,航天动力,11.32,11.49,11.2,11.21,11.2,0.12,1.0714,0.6637,4235629,48153959.0,7224495859.36,7224495859.36
2018-03-16,'600343,航天动力,11.2,11.41,11.19,11.28,11.32,-0.12,-1.0601,0.6605,4215110,47525834.0,7147911097.6,7147911097.6
2018-03-15,'600343,航天动力,11.32,11.6,11.15,11.2,11.2,0.12,1.0714,0.8957,5716488,65007321.0,7224495859.36,7224495859.36
2018-03-14,'600343,航天动力,11.2,11.48,11.19,11.42,11.48,-0.28,-2.439,0.8785,5606910,63259777.0,7147911097.6,7147911097.6
2018-03-13,'600343,航天动力,11.48,11.86,11.47,11.74,11.73,-0.25,-2.1313,1.0091,6440059,74975161.0,7326608875.04,7326608875.04
2018-03-12,'600343,航天动力,11.73,11.76,11.45,11.59,11.52,0.21,1.8229,1.2999,8296078,96337746.0,7486160462.04,7486160462.04
2018-03-09,'600343,航天动力,11.52,11.76,11.23,11.23,11.26,0.26,2.3091,1.5365,9805765,112754421.0,7352137128.96,7352137128.96
2018-03-08,'600343,航天动力,11.26,11.3,11.15,11.18,11.2,0.06,0.5357,0.5789,3694293,41485773.0,7186203478.48,7186203478.48
2018-03-07,'600343,航天动力,11.2,11.38,11.15,11.3,11.39,-0.19,-1.6681,0.7225,4611131,51901454.0,7147911097.6,7147911097.6
2018-03-06,'600343,航天动力,11.39,11.52,11.06,11.45,11.45,-0.06,-0.524,1.2994,8293106,94004238.0,7269170303.72,7269170303.72
2018-03-05,'600343,航天动力,11.45,11.6,11.39,11.6,11.4,0.05,0.4386,0.9629,6145249,70508024.0,7307462684.6,7307462684.6
2018-03-02,'600343,航天动力,11.4,11.65,11.28,11.39,11.45,-0.05,-0.4367,0.9038,5768063,65930850.0,7275552367.2,7275552367.2
2018-03-01,'600343,航天动力,11.45,11.62,11.05,11.2,11.4,0.05,0.4386,1.3936,8894161,100995341.0,7307462684.6,7307462684.6
2018-02-28,'600343,航天动力,11.4,12.03,10.99,11.22,11.4,0.0,0.0,3.5157,22437611,258687571.0,7275552367.2,7275552367.2
2018-02-27,'600343,航天动力,11.4,11.5,10.35,10.58,10.49,0.91,8.6749,3.0961,19759259,218428081.0,7275552367.2,7275552367.2
2018-02-26,'600343,航天动力,10.49,10.59,10.01,10.05,10.05,0.44,4.3781,1.0174,6492948,67216497.0,6694784590.52,6694784590.52
2018-02-23,'600343,航天动力,10.05,10.19,9.77,9.81,9.83,0.22,2.238,0.7724,4929265,49357924.0,6413973797.4,6413973797.4
2018-02-22,'600343,航天动力,9.83,9.92,9.81,9.82,9.7,0.13,1.3402,0.4617,2946675,29074684.0,6273568400.84,6273568400.84
2018-02-14,'600343,航天动力,9.7,9.79,9.58,9.64,9.71,-0.01,-0.103,0.3745,2389871,23081949.0,6190601575.6,6190601575.6
2018-02-13,'600343,航天动力,9.71,10.06,9.58,9.58,9.55,0.16,1.6754,0.9104,5810253,57135214.0,6196983639.08,6196983639.08
2018-02-12,'600343,航天动力,9.55,9.62,9.37,9.37,9.31,0.24,2.5779,0.4539,2896994,27556886.0,6094870623.4,6094870623.4
2018-02-09,'600343,航天动力,9.31,9.67,9.16,9.65,9.89,-0.58,-5.8645,0.9681,6178582,58147354.0,5941701099.88,5941701099.88
2018-02-08,'600343,航天动力,9.89,9.95,9.45,9.6,9.71,0.18,1.8538,0.6844,4367573,42819601.0,6311860781.72,6311860781.72
2018-02-07,'600343,航天动力,9.71,10.09,9.08,10.04,9.88,-0.17,-1.7206,1.274,8130548,78339145.0,6196983639.08,6196983639.08
2018-02-06,'600343,航天动力,9.88,10.8,9.88,10.8,10.98,-1.1,-10.0182,1.6935,10807931,109677621.0,6305478718.24,6305478718.24
2018-02-05,'600343,航天动力,10.98,11.06,10.93,11.06,11.17,-0.19,-1.701,0.5195,3315348,36460067.0,7007505701.04,7007505701.04
2018-02-02,'600343,航天动力,11.17,11.39,10.91,11.39,11.4,-0.23,-2.0175,0.5919,3777476,41932338.0,7128764907.16,7128764907.16
2018-02-01,'600343,航天动力,11.4,12.15,11.39,12.0,12.08,-0.68,-5.6291,0.9392,5993781,70093639.0,7275552367.2,7275552367.2
2018-01-31,'600343,航天动力,12.08,12.47,12.05,12.43,12.48,-0.4,-3.2051,0.7315,4668166,56852860.0,7709532683.84,7709532683.84
2018-01-30,'600343,航天动力,12.48,12.59,12.42,12.42,12.45,0.03,0.241,0.2841,1813013,22638918.0,7964815223.04,7964815223.04
2018-01-29,'600343,航天动力,12.45,12.87,12.44,12.8,12.78,-0.33,-2.5822,0.5319,3394390,42836042.0,7945669032.6,7945669032.6
