日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-03-30,'600328,兰太实业,9.28,9.4,9.23,9.25,9.23,0.05,0.5417,1.7338,7594743,70785991.0,4064928357.44,4064928357.44
2018-03-29,'600328,兰太实业,9.23,9.27,9.07,9.16,9.08,0.15,1.652,1.4128,6188301,56819853.0,4043026803.79,4043026803.79
2018-03-28,'600328,兰太实业,9.08,9.35,8.91,8.99,9.13,-0.05,-0.5476,1.9204,8411783,76796507.0,3977322142.84,3977322142.84
2018-03-27,'600328,兰太实业,9.13,9.23,9.05,9.06,8.97,0.16,1.7837,1.9708,8632547,78746560.0,3999223696.49,3999223696.49
2018-03-26,'600328,兰太实业,8.97,8.98,8.51,8.73,8.99,-0.02,-0.2225,2.4219,10608540,92744579.0,3929138724.81,3929138724.81
2018-03-23,'600328,兰太实业,8.99,9.68,8.99,9.68,9.99,-1.0,-10.01,3.5545,15569628,143777160.0,3937899346.27,3937899346.27
2018-03-22,'600328,兰太实业,9.99,10.16,9.89,10.15,10.13,-0.14,-1.382,2.1824,9559546,95609525.0,4375930419.27,4375930419.27
2018-03-21,'600328,兰太实业,10.13,10.43,10.1,10.29,10.3,-0.17,-1.6505,2.0866,9140116,93876707.0,4437254769.49,4437254769.49
2018-03-20,'600328,兰太实业,10.3,10.37,10.05,10.1,10.18,0.12,1.1788,2.0047,8781008,90034818.0,4511720051.9,4511720051.9
2018-03-19,'600328,兰太实业,10.18,10.26,9.96,10.09,10.05,0.13,1.2935,1.8608,8151085,82503767.0,4459156323.14,4459156323.14
2018-03-16,'600328,兰太实业,10.05,10.23,9.96,10.02,9.93,0.12,1.2085,1.9016,8329506,84188516.0,4402212283.65,4402212283.65
2018-03-15,'600328,兰太实业,9.93,10.16,9.81,10.1,10.11,-0.18,-1.7804,1.8134,7943208,78744793.0,4349648554.89,4349648554.89
2018-03-14,'600328,兰太实业,10.11,10.26,10.09,10.14,10.12,-0.01,-0.0988,1.476,6465479,65770689.0,4428494148.03,4428494148.03
2018-03-13,'600328,兰太实业,10.12,10.3,10.1,10.25,10.26,-0.14,-1.3645,1.462,6403944,65133569.0,4432874458.76,4432874458.76
2018-03-12,'600328,兰太实业,10.26,10.36,9.99,10.02,10.01,0.25,2.4975,2.3508,10297259,104870753.0,4494198808.98,4494198808.98
