ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600275,*ST²ýÓã,4.81,4.89,4.67,4.7,4.7,0.11,2.3404,0.502,2554547,12313859.0,2447507114.78,2447507114.78
2018-03-29,'600275,*ST²ýÓã,4.7,4.83,4.69,4.83,4.79,-0.09,-1.8789,0.5369,2731768,12940246.0,2391535018.6,2391535018.6
2018-03-28,'600275,*ST²ýÓã,4.79,4.79,4.47,4.5,4.56,0.23,5.0439,0.5807,2954969,13832934.0,2437330370.02,2437330370.02
2018-03-27,'600275,*ST²ýÓã,4.56,4.58,4.4,4.4,4.44,0.12,2.7027,0.4624,2353001,10665327.0,2320297805.28,2320297805.28
2018-03-26,'600275,*ST²ýÓã,4.44,4.45,4.21,4.26,4.43,0.01,0.2257,0.4882,2484024,10678251.0,2259237336.72,2259237336.72
2018-03-23,'600275,*ST²ýÓã,4.43,4.58,4.43,4.58,4.66,-0.23,-4.9356,0.5452,2774374,12395414.0,2254148964.34,2254148964.34
2018-03-22,'600275,*ST²ýÓã,4.66,4.77,4.65,4.74,4.75,-0.09,-1.8947,0.4609,2345074,11021627.0,2371181529.08,2371181529.08
2018-03-21,'600275,*ST²ýÓã,4.75,4.84,4.74,4.8,4.82,-0.07,-1.4523,0.3641,1852500,8886644.0,2416976880.5,2416976880.5
2018-03-20,'600275,*ST²ýÓã,4.82,4.87,4.75,4.85,4.89,-0.07,-1.4315,0.5098,2594010,12452669.0,2452595487.16,2452595487.16
2018-03-19,'600275,*ST²ýÓã,4.89,4.96,4.88,4.9,4.9,-0.01,-0.2041,0.3792,1929310,9484474.0,2488214093.82,2488214093.82
