日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-03-30,'600206,有研新材,10.66,10.66,9.77,9.8,9.69,0.97,10.0103,7.997,67076992,698661541.0,9029855019.12,8941377019.12
2018-03-29,'600206,有研新材,9.69,9.85,9.56,9.61,9.48,0.21,2.2152,2.3777,19943703,193672606.0,8208189037.08,8127762037.08
2018-03-28,'600206,有研新材,9.48,9.69,9.38,9.55,9.73,-0.25,-2.5694,2.0847,17486044,166761771.0,8030302587.36,7951618587.36
2018-03-27,'600206,有研新材,9.73,9.84,9.54,9.61,9.51,0.22,2.3134,2.7075,22710040,220325037.0,8242072170.36,8161313170.36
2018-03-26,'600206,有研新材,9.51,9.54,8.82,8.82,9.28,0.23,2.4784,2.5029,20993551,195983687.0,8055714937.32,7976781937.32
2018-03-23,'600206,有研新材,9.28,9.75,9.18,9.33,10.17,-0.89,-8.7512,3.6311,30457078,288514903.0,7860886920.96,7783862920.96
2018-03-22,'600206,有研新材,10.17,10.38,9.91,9.96,9.84,0.33,3.3537,4.2191,35389174,359539042.0,8614786636.44,8530375636.44
2018-03-21,'600206,有研新材,9.84,10.08,9.79,9.8,9.84,0.0,0.0,1.9809,16615041,165233255.0,8335250786.88,8253578786.88
2018-03-20,'600206,有研新材,9.84,9.91,9.66,9.89,10.0,-0.16,-1.6,2.0685,17349888,169775232.0,8335250786.88,8253578786.88
2018-03-19,'600206,有研新材,10.0,10.14,9.91,9.96,9.96,0.04,0.4016,1.5117,12679497,127390089.0,8470783320.0,8387783320.0
2018-03-16,'600206,有研新材,9.96,10.2,9.95,10.1,10.13,-0.17,-1.6782,1.6536,13869791,139322905.0,8436900186.72,8354232186.72
2018-03-15,'600206,有研新材,10.13,10.21,9.88,10.06,10.12,0.01,0.0988,2.585,21682283,217851463.0,8580903503.16,8496824503.16
2018-03-14,'600206,有研新材,10.12,10.47,10.02,10.07,10.19,-0.07,-0.6869,3.3189,27838196,286533210.0,8572432719.84,8488436719.84
2018-03-13,'600206,有研新材,10.19,10.52,10.16,10.52,10.46,-0.27,-2.5813,2.8686,24060831,248048489.0,8631728203.08,8547151203.08
2018-03-12,'600206,有研新材,10.46,10.55,10.29,10.35,10.28,0.18,1.751,3.5701,29945347,311771748.0,8860439352.72,8773621352.72
2018-03-09,'600206,有研新材,10.28,10.35,10.02,10.05,10.06,0.22,2.1869,3.3938,28466637,290778836.0,8707965252.96,8622641252.96
2018-03-08,'600206,有研新材,10.06,10.25,9.94,10.11,10.17,-0.11,-1.0816,2.5889,21715477,218564349.0,8521608019.92,8438110019.92
2018-03-07,'600206,有研新材,10.17,10.47,10.15,10.23,10.31,-0.14,-1.3579,3.3393,28009592,288694068.0,8614786636.44,8530375636.44
2018-03-06,'600206,有研新材,10.31,10.44,10.06,10.11,10.11,0.2,1.9782,3.9212,32890247,337120966.0,8733377602.92,8647804602.92
2018-03-05,'600206,有研新材,10.11,10.15,9.84,9.95,9.99,0.12,1.2012,2.5406,21310377,213703667.0,8563961936.52,8480048936.52
2018-03-02,'600206,有研新材,9.99,10.43,9.9,9.93,10.06,-0.07,-0.6958,3.4955,29319873,297245221.0,8462312536.68,8379395536.68
2018-03-01,'600206,有研新材,10.06,10.15,9.75,9.8,9.94,0.12,1.2072,3.1091,26078629,260101014.0,8521608019.92,8438110019.92
2018-02-28,'600206,有研新材,9.94,10.09,9.63,9.64,9.78,0.16,1.636,3.201,26849373,265662610.0,8419958620.08,8337456620.08
2018-02-27,'600206,有研新材,9.78,10.02,9.68,9.75,9.86,-0.08,-0.8114,3.0575,25645889,252505417.0,8284426086.96,8203252086.96
2018-02-26,'600206,有研新材,9.86,9.88,9.31,9.47,9.33,0.53,5.6806,3.9349,33005207,318635794.0,8352192353.52,8270354353.52
2018-02-23,'600206,有研新材,9.33,9.37,9.17,9.34,9.35,-0.02,-0.2139,1.8822,15787450,146227301.0,7903240837.56,7825801837.56
2018-02-22,'600206,有研新材,9.35,9.44,8.97,9.04,8.91,0.44,4.9383,2.3443,19663529,182665053.0,7920182404.2,7842577404.2
2018-02-14,'600206,有研新材,8.91,9.16,8.88,9.06,9.06,-0.15,-1.6556,1.2152,10192977,91667460.0,7547467938.12,7473514938.12
2018-02-13,'600206,有研新材,9.06,9.22,9.03,9.19,9.12,-0.06,-0.6579,1.6839,14124512,128827471.0,7674529687.92,7599331687.92
