日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-03-30,'600236,桂冠电力,5.68,5.74,5.61,5.62,5.61,0.07,1.2478,0.1905,6866792,39028156.0,34439927627.2,20473394274.6
2018-03-29,'600236,桂冠电力,5.61,5.63,5.53,5.59,5.58,0.03,0.5376,0.1812,6530060,36430682.0,34015491899.4,20221081317.0
2018-03-28,'600236,桂冠电力,5.58,5.67,5.54,5.62,5.66,-0.08,-1.4134,0.1294,4665227,26146748.0,33833590873.2,20112947192.3
2018-03-27,'600236,桂冠电力,5.66,5.75,5.63,5.69,5.67,-0.01,-0.1764,0.2301,8294811,47147908.0,34318660276.4,20401304858.2
2018-03-26,'600236,桂冠电力,5.67,5.71,5.62,5.62,5.67,0.0,0.0,0.1112,4007965,22676233.0,34379293951.8,20437349566.4
2018-03-23,'600236,桂冠电力,5.67,5.74,5.63,5.72,5.79,-0.12,-2.0725,0.1744,6286797,35673037.0,34379293951.8,20437349566.4
2018-03-22,'600236,桂冠电力,5.79,5.83,5.74,5.76,5.78,0.01,0.173,0.0832,2998800,17330790.0,35106898056.6,20869886065.2
2018-03-21,'600236,桂冠电力,5.78,5.83,5.76,5.82,5.82,-0.04,-0.6873,0.1135,4089340,23684685.0,35046264381.2,20833841356.9
2018-03-20,'600236,桂冠电力,5.82,5.85,5.75,5.78,5.78,0.04,0.692,0.0654,2359025,13675110.0,35288799082.8,20978020189.9
2018-03-19,'600236,桂冠电力,5.78,5.81,5.76,5.8,5.8,-0.02,-0.3448,0.0724,2609400,15086107.0,35046264381.2,20833841356.9
2018-03-16,'600236,桂冠电力,5.8,5.86,5.79,5.86,5.86,-0.06,-1.0239,0.0735,2647592,15421060.0,35167531732.0,20905930773.4
2018-03-15,'600236,桂冠电力,5.86,5.93,5.82,5.9,5.84,0.02,0.3425,0.0926,3338200,19543913.0,35531333784.4,21122199022.8
2018-03-14,'600236,桂冠电力,5.84,5.89,5.82,5.86,5.86,-0.02,-0.3413,0.0871,3139083,18384760.0,35410066433.6,21050109606.3
2018-03-13,'600236,桂冠电力,5.86,5.93,5.85,5.93,5.93,-0.07,-1.1804,0.1439,5185740,30515489.0,35531333784.4,21122199022.8
2018-03-12,'600236,桂冠电力,5.93,5.97,5.87,5.93,5.93,0.0,0.0,0.2146,7736172,45821497.0,35955769512.2,21374511980.4
2018-03-09,'600236,桂冠电力,5.93,5.96,5.88,5.93,5.93,0.0,0.0,0.1333,4806328,28506873.0,35955769512.2,21374511980.4
2018-03-08,'600236,桂冠电力,5.93,5.95,5.86,5.87,5.87,0.06,1.0221,0.1984,7152404,42387546.0,35955769512.2,21374511980.4
2018-03-07,'600236,桂冠电力,5.87,5.94,5.85,5.89,5.89,-0.02,-0.3396,0.1778,6410032,37826259.0,35591967459.8,21158243731.0
2018-03-06,'600236,桂冠电力,5.89,5.91,5.83,5.85,5.85,0.04,0.6838,0.1558,5616240,32954515.0,35713234810.6,21230333147.5
2018-03-05,'600236,桂冠电力,5.85,5.89,5.79,5.84,5.81,0.04,0.6885,0.1569,5653763,33023415.0,35470700109.0,21086154314.5
2018-03-02,'600236,桂冠电力,5.81,5.86,5.68,5.69,5.71,0.1,1.7513,0.2434,8773654,50714721.0,35228165407.4,20941975481.6
2018-03-01,'600236,桂冠电力,5.71,5.75,5.64,5.64,5.64,0.07,1.2411,0.1852,6675257,38054198.0,34621828653.4,20581528399.3
2018-02-28,'600236,桂冠电力,5.64,5.68,5.62,5.66,5.68,-0.04,-0.7042,0.073,2632121,14883822.0,34197392925.6,20329215441.7
2018-02-27,'600236,桂冠电力,5.68,5.68,5.59,5.66,5.66,0.02,0.3534,0.1634,5889752,33175361.0,34439927627.2,20473394274.6
2018-02-26,'600236,桂冠电力,5.66,5.66,5.56,5.58,5.57,0.09,1.6158,0.1708,6157880,34528648.0,34318660276.4,20401304858.2
2018-02-23,'600236,桂冠电力,5.57,5.62,5.53,5.54,5.55,0.02,0.3604,0.0987,3558590,19836358.0,33772957197.8,20076902484.1
2018-02-22,'600236,桂冠电力,5.55,5.59,5.52,5.59,5.54,0.01,0.1805,0.1031,3714978,20607453.0,33651689847.0,20004813067.7
2018-02-14,'600236,桂冠电力,5.54,5.58,5.5,5.55,5.54,0.0,0.0,0.0524,1888159,10467126.0,33591056171.6,19968768359.4
2018-02-13,'600236,桂冠电力,5.54,5.57,5.49,5.5,5.5,0.04,0.7273,0.0649,2337686,12957479.0,33591056171.6,19968768359.4
2018-02-12,'600236,桂冠电力,5.5,5.55,5.47,5.48,5.46,0.04,0.7326,0.0639,2303746,12701347.0,33348521470.0,19824589526.5
2018-02-09,'600236,桂冠电力,5.46,5.63,5.36,5.6,5.66,-0.2,-3.5336,0.2475,8921760,49089161.0,33105986768.4,19680410693.6
2018-02-08,'600236,桂冠电力,5.66,5.67,5.57,5.65,5.63,0.03,0.5329,0.1121,4039052,22751069.0,34318660276.4,20401304858.2
2018-02-07,'600236,桂冠电力,5.63,5.76,5.6,5.67,5.65,-0.02,-0.354,0.1643,5923222,33679607.0,34136759250.2,20293170733.5
2018-02-06,'600236,桂冠电力,5.65,5.73,5.6,5.66,5.73,-0.08,-1.3962,0.2848,10265271,58417207.0,34258026601.0,20365260150.0
2018-02-05,'600236,桂冠电力,5.73,5.73,5.5,5.51,5.57,0.16,2.8725,0.2834,10215368,57890639.0,34743096004.2,20653617815.8
2018-02-02,'600236,桂冠电力,5.57,5.59,5.42,5.43,5.49,0.08,1.4572,0.1839,6628694,36630387.0,33772957197.8,20076902484.1
2018-02-01,'600236,桂冠电力,5.49,5.58,5.45,5.57,5.57,-0.08,-1.4363,0.1526,5499747,30246005.0,33287887794.6,19788544818.3
2018-01-31,'600236,桂冠电力,5.57,5.6,5.51,5.53,5.53,0.04,0.7233,0.1691,6095991,33882927.0,33772957197.8,20076902484.1
2018-01-30,'600236,桂冠电力,5.53,5.6,5.51,5.6,5.59,-0.06,-1.0733,0.1576,5681281,31513200.0,33530422496.2,19932723651.2
2018-01-29,'600236,桂冠电力,5.59,5.68,5.56,5.66,5.64,-0.05,-0.8865,0.2011,7250310,40853795.0,33894224548.6,20148991900.6
2018-01-26,'600236,桂冠电力,5.64,5.69,5.62,5.69,5.69,-0.05,-0.8787,0.1662,5988836,33874154.0,34197392925.6,20329215441.7
2018-01-25,'600236,桂冠电力,5.69,5.74,5.66,5.71,5.72,-0.03,-0.5245,0.159,5731202,32623930.0,34500561302.6,20509438982.9
2018-01-24,'600236,桂冠电力,5.72,5.75,5.7,5.72,5.7,0.02,0.3509,0.1086,3915525,22392392.0,34682462328.8,20617573107.6
2018-01-23,'600236,桂冠电力,5.7,5.74,5.69,5.73,5.71,-0.01,-0.1751,0.1185,4269782,24370980.0,34561194978.0,20545483691.1
2018-01-22,'600236,桂冠电力,5.71,5.74,5.62,5.65,5.64,0.07,1.2411,0.1956,7050076,40016983.0,34621828653.4,20581528399.3
2018-01-19,'600236,桂冠电力,5.64,5.67,5.63,5.65,5.65,-0.01,-0.177,0.1098,3959324,22373059.0,34197392925.6,20329215441.7
2018-01-18,'600236,桂冠电力,5.65,5.67,5.6,5.61,5.61,0.04,0.713,0.1338,4824234,27151690.0,34258026601.0,20365260150.0
2018-01-17,'600236,桂冠电力,5.61,5.64,5.58,5.6,5.6,0.01,0.1786,0.1254,4519256,25339505.0,34015491899.4,20221081317.0
2018-01-16,'600236,桂冠电力,5.6,5.65,5.58,5.63,5.64,-0.04,-0.7092,0.1358,4896571,27466654.0,33954858224.0,20185036608.8
2018-01-15,'600236,桂冠电力,5.64,5.68,5.61,5.65,5.67,-0.03,-0.5291,0.0985,3551125,20025124.0,34197392925.6,20329215441.7
2018-01-12,'600236,桂冠电力,5.67,5.68,5.64,5.65,5.67,0.0,0.0,0.08,2883647,16300206.0,34379293951.8,20437349566.4
2018-01-11,'600236,桂冠电力,5.67,5.71,5.65,5.69,5.69,-0.02,-0.3515,0.0911,3283105,18591465.0,34379293951.8,20437349566.4
2018-01-10,'600236,桂冠电力,5.69,5.76,5.66,5.73,5.74,-0.05,-0.8711,0.1195,4306733,24565940.0,34500561302.6,20509438982.9
2018-01-09,'600236,桂冠电力,5.74,5.82,5.73,5.77,5.75,-0.01,-0.1739,0.1311,4726284,27300547.0,34803729679.6,20689662524.0
2018-01-08,'600236,桂冠电力,5.75,5.78,5.7,5.73,5.76,-0.01,-0.1736,0.126,4542101,26083831.0,34864363355.0,20725707232.2
2018-01-05,'600236,桂冠电力,5.76,5.77,5.64,5.71,5.72,0.04,0.6993,0.2103,7581369,43205881.0,34924997030.4,20761751940.5
2018-01-04,'600236,桂冠电力,5.72,5.73,5.69,5.72,5.74,-0.02,-0.3484,0.1017,3665451,20938807.0,34682462328.8,20617573107.6
2018-01-03,'600236,桂冠电力,5.74,5.76,5.68,5.69,5.72,0.02,0.3497,0.1535,5533279,31679702.0,34803729679.6,20689662524.0
2018-01-02,'600236,桂冠电力,5.72,5.76,5.68,5.75,5.75,-0.03,-0.5217,0.1619,5834696,33311289.0,34682462328.8,20617573107.6
