ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600421,STÑö·«,7.36,7.45,7.29,7.39,7.3,0.06,0.8219,0.2612,510900,3757822.0,1439616000.0,1439616000.0
2018-03-29,'600421,STÑö·«,7.3,7.39,7.22,7.31,7.27,0.03,0.4127,0.1947,380800,2772009.0,1427880000.0,1427880000.0
2018-03-28,'600421,STÑö·«,7.27,7.35,7.21,7.24,7.33,-0.06,-0.8186,0.2871,561665,4093471.0,1422012000.0,1422012000.0
2018-03-27,'600421,STÑö·«,7.33,7.43,7.25,7.25,7.24,0.09,1.2431,0.2347,459121,3363952.0,1433748000.0,1433748000.0
2018-03-26,'600421,STÑö·«,7.24,7.25,7.09,7.09,7.46,-0.22,-2.9491,0.3287,642900,4579763.0,1416144000.0,1416144000.0
2018-03-23,'600421,STÑö·«,7.46,7.77,7.46,7.77,7.85,-0.39,-4.9682,0.2656,519500,3900031.0,1459176000.0,1459176000.0
2018-03-22,'600421,STÑö·«,7.85,7.94,7.8,7.94,7.95,-0.1,-1.2579,0.1644,321500,2523098.0,1535460000.0,1535460000.0
2018-03-21,'600421,STÑö·«,7.95,8.05,7.82,7.89,7.88,0.07,0.8883,0.1641,321020,2553033.0,1555020000.0,1555020000.0
2018-03-20,'600421,STÑö·«,7.88,8.03,7.78,7.92,8.03,-0.15,-1.868,0.2431,475470,3731980.0,1541328000.0,1541328000.0
2018-03-19,'600421,STÑö·«,8.03,8.1,7.92,8.1,8.08,-0.05,-0.6188,0.1272,248900,2000068.0,1570668000.0,1570668000.0
2018-03-16,'600421,STÑö·«,8.08,8.16,7.9,7.91,7.99,0.09,1.1264,0.1327,259602,2090498.0,1580448000.0,1580448000.0
2018-03-15,'600421,STÑö·«,7.99,8.15,7.93,8.14,8.1,-0.11,-1.358,0.2332,456142,3664883.0,1562844000.0,1562844000.0
2018-03-14,'600421,STÑö·«,8.1,8.27,8.09,8.25,8.28,-0.18,-2.1739,0.1797,351400,2862181.0,1584360000.0,1584360000.0
2018-03-13,'600421,STÑö·«,8.28,8.35,8.03,8.06,8.1,0.18,2.2222,0.4151,812021,6656164.0,1619568000.0,1619568000.0
2018-03-12,'600421,STÑö·«,8.1,8.12,7.97,8.02,8.03,0.07,0.8717,0.3494,683342,5500232.0,1584360000.0,1584360000.0
2018-03-09,'600421,STÑö·«,8.03,8.06,7.95,7.95,7.96,0.07,0.8794,0.1343,262700,2106223.0,1570668000.0,1570668000.0
2018-03-08,'600421,STÑö·«,7.96,8.01,7.8,8.01,8.02,-0.06,-0.7481,0.1796,351253,2779705.0,1556976000.0,1556976000.0
2018-03-07,'600421,STÑö·«,8.02,8.25,8.0,8.25,8.19,-0.17,-2.0757,0.2085,407852,3312677.0,1568712000.0,1568712000.0
2018-03-06,'600421,STÑö·«,8.19,8.25,8.1,8.11,8.19,0.0,0.0,0.0999,195500,1592067.0,1601964000.0,1601964000.0
2018-03-05,'600421,STÑö·«,8.19,8.39,8.19,8.39,8.29,-0.1,-1.2063,0.2235,437200,3600891.0,1601964000.0,1601964000.0
2018-03-02,'600421,STÑö·«,8.29,8.45,8.21,8.27,8.29,0.0,0.0,0.1158,226520,1875136.0,1621524000.0,1621524000.0
2018-03-01,'600421,STÑö·«,8.29,8.35,8.16,8.16,8.18,0.11,1.3447,0.1554,304010,2522131.0,1621524000.0,1621524000.0
2018-02-28,'600421,STÑö·«,8.18,8.28,8.06,8.19,8.13,0.05,0.615,0.1885,368748,3017369.0,1600008000.0,1600008000.0
2018-02-27,'600421,STÑö·«,8.13,8.3,8.07,8.11,8.19,-0.06,-0.7326,0.1837,359221,2937978.0,1590228000.0,1590228000.0
2018-02-26,'600421,STÑö·«,8.19,8.24,7.91,8.0,8.05,0.14,1.7391,0.2231,436386,3548844.0,1601964000.0,1601964000.0
2018-02-23,'600421,STÑö·«,8.05,8.05,7.56,7.56,7.67,0.38,4.9544,0.2541,497036,3912181.0,1574580000.0,1574580000.0
2018-02-22,'600421,STÑö·«,7.67,7.76,7.43,7.58,7.58,0.09,1.1873,0.2335,456740,3489115.0,1500252000.0,1500252000.0
2018-02-14,'600421,STÑö·«,7.58,7.59,7.22,7.31,7.37,0.21,2.8494,0.1687,330000,2446098.0,1482648000.0,1482648000.0
2018-02-13,'600421,STÑö·«,7.37,7.49,7.32,7.39,7.33,0.04,0.5457,0.1724,337300,2496435.0,1441572000.0,1441572000.0
2018-02-12,'600421,STÑö·«,7.33,7.45,7.11,7.11,7.14,0.19,2.6611,0.1898,371301,2725367.0,1433748000.0,1433748000.0
2018-02-09,'600421,STÑö·«,7.14,7.34,7.05,7.21,7.4,-0.26,-3.5135,0.188,367801,2631006.0,1396584000.0,1396584000.0
2018-02-08,'600421,STÑö·«,7.4,7.42,6.98,7.11,7.14,0.26,3.6415,0.2821,551700,3986216.0,1447440000.0,1447440000.0
2018-02-07,'600421,STÑö·«,7.14,7.59,6.95,7.45,7.32,-0.18,-2.459,0.3403,665542,4768355.0,1396584000.0,1396584000.0
2018-02-06,'600421,STÑö·«,7.32,7.69,7.27,7.58,7.65,-0.33,-4.3137,0.224,438131,3251288.0,1431792000.0,1431792000.0
2018-02-05,'600421,STÑö·«,7.65,7.75,7.55,7.63,7.95,-0.3,-3.7736,0.6481,1267696,9651543.0,1496340000.0,1496340000.0
2018-02-02,'600421,STÑö·«,7.95,8.24,7.95,8.24,8.37,-0.42,-5.0179,0.4735,926201,7381887.0,1555020000.0,1555020000.0
