ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600340,»ªÏÄÐÒ¸£,32.81,33.67,32.59,33.5,33.58,-0.77,-2.293,1.1262,33277356,1097098941.0,96951801522.3,96951801522.3
2018-03-29,'600340,»ªÏÄÐÒ¸£,33.58,33.89,31.34,32.01,31.87,1.71,5.3655,1.6144,47705811,1557766081.0,99227110488.2,99227110488.2
2018-03-28,'600340,»ªÏÄÐÒ¸£,31.87,32.49,31.3,31.55,31.86,0.01,0.0314,0.8483,25066126,801398634.0,94174151615.8,94174151615.8
2018-03-27,'600340,»ªÏÄÐÒ¸£,31.86,32.71,31.5,32.55,31.73,0.13,0.4097,1.3269,39207954,1254706296.0,94144602148.7,94144602148.7
2018-03-26,'600340,»ªÏÄÐÒ¸£,31.73,33.5,31.15,33.5,34.06,-2.33,-6.8409,1.8556,54830937,1752114235.0,93760459076.6,93760459076.6
2018-03-23,'600340,»ªÏÄÐÒ¸£,34.06,34.08,32.32,33.09,34.07,-0.01,-0.0294,1.4128,41746647,1379581273.0,1.00645484909e+11,1.00645484909e+11
2018-03-22,'600340,»ªÏÄÐÒ¸£,34.07,34.6,33.21,34.4,34.59,-0.52,-1.5033,1.0335,30538140,1031772765.0,1.00675034376e+11,1.00675034376e+11
2018-03-21,'600340,»ªÏÄÐÒ¸£,34.59,35.33,34.26,34.75,34.57,0.02,0.0579,0.7285,21526326,749850867.0,1.02211606664e+11,1.02211606664e+11
2018-03-20,'600340,»ªÏÄÐÒ¸£,34.57,34.73,33.88,34.18,34.49,0.08,0.232,0.7452,22020485,755759226.0,1.0215250773e+11,1.0215250773e+11
2018-03-19,'600340,»ªÏÄÐÒ¸£,34.49,35.08,34.41,35.06,35.38,-0.89,-2.5155,0.8425,24896125,862667662.0,1.01916111993e+11,1.01916111993e+11
2018-03-16,'600340,»ªÏÄÐÒ¸£,35.38,36.13,35.28,35.55,35.49,-0.11,-0.3099,0.8709,25733312,917033193.0,1.04546014564e+11,1.04546014564e+11
2018-03-15,'600340,»ªÏÄÐÒ¸£,35.49,36.12,35.28,35.59,35.6,-0.11,-0.309,0.7041,20806321,741482749.0,1.04871058702e+11,1.04871058702e+11
2018-03-14,'600340,»ªÏÄÐÒ¸£,35.6,35.89,35.05,35.89,35.9,-0.3,-0.8357,0.87,25707354,910202178.0,1.0519610284e+11,1.0519610284e+11
2018-03-13,'600340,»ªÏÄÐÒ¸£,35.9,36.45,35.7,36.09,36.12,-0.22,-0.6091,0.9206,27203195,980216950.0,1.06082586853e+11,1.06082586853e+11
2018-03-12,'600340,»ªÏÄÐÒ¸£,36.12,38.15,36.03,38.15,38.07,-1.95,-5.1221,1.8627,55040481,2005045625.0,1.06732675129e+11,1.06732675129e+11
2018-03-09,'600340,»ªÏÄÐÒ¸£,38.07,38.69,37.7,38.38,38.45,-0.38,-0.9883,0.7422,21932564,834757879.0,1.12494821212e+11,1.12494821212e+11
2018-03-08,'600340,»ªÏÄÐÒ¸£,38.45,38.83,37.22,37.65,37.63,0.82,2.1791,0.9456,27940937,1064456669.0,1.13617700961e+11,1.13617700961e+11
2018-03-07,'600340,»ªÏÄÐÒ¸£,37.63,38.46,37.34,38.09,38.35,-0.72,-1.8774,0.7316,21619784,818565940.0,1.1119464466e+11,1.1119464466e+11
2018-03-06,'600340,»ªÏÄÐÒ¸£,38.35,38.44,35.66,36.22,36.17,2.18,6.0271,1.2992,38390221,1421906734.0,1.1332220629e+11,1.1332220629e+11
2018-03-05,'600340,»ªÏÄÐÒ¸£,36.17,36.85,35.81,35.86,35.92,0.25,0.696,0.7885,23300205,845004138.0,1.06880422465e+11,1.06880422465e+11
2018-03-02,'600340,»ªÏÄÐÒ¸£,35.92,36.91,35.83,36.45,36.8,-0.88,-2.3913,0.9039,26708355,968553102.0,1.06141685787e+11,1.06141685787e+11
2018-03-01,'600340,»ªÏÄÐÒ¸£,36.8,37.54,36.52,36.7,37.24,-0.44,-1.1815,0.783,23137329,853227725.0,1.08742038891e+11,1.08742038891e+11
2018-02-28,'600340,»ªÏÄÐÒ¸£,37.24,37.99,36.05,36.95,37.86,-0.62,-1.6376,1.0115,29889250,1107409863.0,1.10042215443e+11,1.10042215443e+11
2018-02-27,'600340,»ªÏÄÐÒ¸£,37.86,38.75,37.54,38.7,38.97,-1.11,-2.8483,0.9313,27520763,1042279458.0,1.11874282403e+11,1.11874282403e+11
2018-02-26,'600340,»ªÏÄÐÒ¸£,38.97,40.28,37.48,39.95,39.28,-0.31,-0.7892,1.2115,35799534,1376941881.0,1.1515427325e+11,1.1515427325e+11
2018-02-23,'600340,»ªÏÄÐÒ¸£,39.28,40.65,38.48,38.55,37.81,1.47,3.8879,1.3454,39754377,1570355427.0,1.1607030673e+11,1.1607030673e+11
2018-02-22,'600340,»ªÏÄÐÒ¸£,37.81,37.85,37.06,37.3,36.71,1.1,2.9965,0.7603,22465584,842667541.0,1.11726535067e+11,1.11726535067e+11
2018-02-14,'600340,»ªÏÄÐÒ¸£,36.71,36.94,36.1,36.7,36.63,0.08,0.2184,0.5332,15755046,575112504.0,1.08476093687e+11,1.08476093687e+11
2018-02-13,'600340,»ªÏÄÐÒ¸£,36.63,37.46,35.3,35.75,35.2,1.43,4.0625,1.0172,30059114,1099126067.0,1.08239697951e+11,1.08239697951e+11
2018-02-12,'600340,»ªÏÄÐÒ¸£,35.2,35.57,34.01,34.48,34.22,0.98,2.8638,1.0724,31689886,1108492595.0,1.04014124157e+11,1.04014124157e+11
2018-02-09,'600340,»ªÏÄÐÒ¸£,34.22,35.98,33.17,35.44,36.85,-2.63,-7.137,1.7428,51497758,1761717599.0,1.01118276382e+11,1.01118276382e+11
2018-02-08,'600340,»ªÏÄÐÒ¸£,36.85,37.74,36.07,37.25,37.48,-0.63,-1.6809,1.5922,47047607,1731587889.0,1.08889786227e+11,1.08889786227e+11
2018-02-07,'600340,»ªÏÄÐÒ¸£,37.48,42.9,37.27,42.8,41.41,-3.93,-9.4905,2.2183,65550280,2566482672.0,1.10751402653e+11,1.10751402653e+11
2018-02-06,'600340,»ªÏÄÐÒ¸£,41.41,43.99,40.82,43.2,44.87,-3.46,-7.7112,2.0112,59430063,2506441057.0,1.2236434322e+11,1.2236434322e+11
2018-02-05,'600340,»ªÏÄÐÒ¸£,44.87,46.35,43.88,44.99,45.93,-1.06,-2.3079,1.1532,34076854,1529547392.0,1.32588458833e+11,1.32588458833e+11
2018-02-02,'600340,»ªÏÄÐÒ¸£,45.93,46.88,43.72,44.99,45.94,-0.01,-0.0218,1.4084,41618008,1896932379.0,1.35720702344e+11,1.35720702344e+11
