ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-02-23,'600426,»ªÂ³ºãÉý,18.38,18.9,17.81,18.16,18.35,0.03,0.1635,1.495,24137676,442208710.0,29782282049.0,29675061547.0
2018-02-22,'600426,»ªÂ³ºãÉý,18.35,18.48,17.2,17.23,17.04,1.31,7.6878,1.4268,23035500,412620238.0,29733671142.5,29626625646.8
2018-02-14,'600426,»ªÂ³ºãÉý,17.04,17.26,16.63,17.15,17.18,-0.14,-0.8149,0.8287,13379511,226753335.0,27610994892.0,27511591336.3
2018-02-13,'600426,»ªÂ³ºãÉý,17.18,17.53,16.8,17.05,16.65,0.53,3.1832,1.1831,19100950,328890733.0,27837845789.0,27737625537.4
2018-02-12,'600426,»ªÂ³ºãÉý,16.65,17.1,16.01,16.38,16.4,0.25,1.5244,1.4248,23004573,381212503.0,26979053107.5,26881924633.2
2018-02-09,'600426,»ªÂ³ºãÉý,16.4,16.8,15.28,16.32,16.98,-0.58,-3.4158,2.7679,44689055,712260093.0,26573962220.0,26478292131.2
2018-02-08,'600426,»ªÂ³ºãÉý,16.98,17.32,16.25,16.25,16.3,0.68,4.1718,1.7235,27826078,470503332.0,27513773079.0,27414719535.8
2018-02-07,'600426,»ªÂ³ºãÉý,16.3,19.18,15.96,18.0,17.44,-1.14,-6.5367,2.7896,45039332,790778780.0,26411925865.0,26316839130.4
2018-02-06,'600426,»ªÂ³ºãÉý,17.44,19.18,17.44,19.01,19.38,-1.94,-10.0103,2.5127,40568959,740783524.0,28259140312.0,28157403339.5
2018-02-05,'600426,»ªÂ³ºãÉý,19.38,19.41,17.58,17.8,18.21,1.17,6.425,2.0118,32481815,614687277.0,31402645599.0,31289591555.0
2018-02-02,'600426,»ªÂ³ºãÉý,18.21,18.3,17.01,18.0,18.45,-0.24,-1.3008,2.1231,34278707,613788654.0,29506820245.5,29400591445.7
2018-02-01,'600426,»ªÂ³ºãÉý,18.45,19.15,18.1,18.35,18.48,-0.03,-0.1623,1.3031,21038421,391457444.0,29895707497.5,29788078647.6
2018-01-31,'600426,»ªÂ³ºãÉý,18.48,19.02,18.01,18.96,19.26,-0.78,-4.0498,2.3372,37734346,696365828.0,29944318404.0,29836514547.8
2018-01-30,'600426,»ªÂ³ºãÉý,19.26,19.65,18.75,18.85,18.9,0.36,1.9048,1.5997,25828384,497619973.0,31208201973.0,31095847954.1
2018-01-29,'600426,»ªÂ³ºãÉý,18.9,20.23,18.88,19.63,19.53,-0.63,-3.2258,1.9928,32175097,628794891.0,30624871095.0,30514617151.2
2018-01-26,'600426,»ªÂ³ºãÉý,19.53,19.63,18.7,18.89,19.02,0.51,2.6814,1.3074,21108288,407347631.0,31645700131.5,31531771056.2
2018-01-25,'600426,»ªÂ³ºãÉý,19.02,19.68,18.61,19.37,19.17,-0.15,-0.7825,1.6457,26570010,506176401.0,30819314721.0,30708360752.2
2018-01-24,'600426,»ªÂ³ºãÉý,19.17,19.73,19.04,19.09,19.38,-0.21,-1.0836,1.5069,24328950,472378819.0,31062369253.5,30950540253.4
2018-01-23,'600426,»ªÂ³ºãÉý,19.38,19.66,19.01,19.15,19.34,0.04,0.2068,1.2578,20306829,392849959.0,31402645599.0,31289591555.0
2018-01-22,'600426,»ªÂ³ºãÉý,19.34,19.37,18.2,18.35,18.36,0.98,5.3377,1.8825,30394043,576006050.0,31337831057.0,31225010354.7
2018-01-19,'600426,»ªÂ³ºãÉý,18.36,18.68,18.01,18.45,18.39,-0.03,-0.1631,1.2634,20398318,373594920.0,29749874778.0,29642770946.9
2018-01-18,'600426,»ªÂ³ºãÉý,18.39,18.5,17.59,17.6,17.61,0.78,4.4293,1.9804,31974063,581927482.0,29798485684.5,29691206847.1
2018-01-17,'600426,»ªÂ³ºãÉý,17.61,18.3,17.3,18.04,18.09,-0.48,-2.6534,1.6873,27241259,485232579.0,28534602115.5,28431873440.9
2018-01-16,'600426,»ªÂ³ºãÉý,18.09,18.64,17.22,17.4,17.7,0.39,2.2034,2.3069,37245035,679858850.0,29312376619.5,29206847844.7
2018-01-15,'600426,»ªÂ³ºãÉý,17.7,17.95,17.21,17.21,17.05,0.65,3.8123,2.6359,42556849,750757406.0,28680434835.0,28577181141.6
2018-01-12,'600426,»ªÂ³ºãÉý,17.05,17.23,16.66,17.16,17.15,-0.1,-0.5831,1.4891,24042278,406745412.0,27627198527.5,27527736636.4
2018-01-11,'600426,»ªÂ³ºãÉý,17.15,17.88,16.99,17.46,17.48,-0.33,-1.8879,1.9288,31140971,539105364.0,27789234882.5,27689189637.2
2018-01-10,'600426,»ªÂ³ºãÉý,17.48,18.64,17.33,18.33,18.2,-0.72,-3.956,2.4322,39268648,701411583.0,28323954854.0,28221984539.8
2018-01-09,'600426,»ªÂ³ºãÉý,18.2,18.46,17.31,17.59,17.63,0.57,3.2331,2.4051,38830641,694746849.0,29490616610.0,29384446145.6
2018-01-08,'600426,»ªÂ³ºãÉý,17.63,17.84,17.11,17.21,17.44,0.19,1.0894,1.8804,30359870,532163432.0,28567009386.5,28464164041.0
2018-01-05,'600426,»ªÂ³ºãÉý,17.44,17.85,17.27,17.56,17.9,-0.46,-2.5698,1.9072,30792667,538733476.0,28259140312.0,28157403339.5
2018-01-04,'600426,»ªÂ³ºãÉý,17.9,17.98,17.02,17.19,17.3,0.6,3.4682,3.2568,52581534,920932119.0,29004507545.0,28900087143.2
2018-01-03,'600426,»ªÂ³ºãÉý,17.3,18.25,17.11,18.1,17.51,-0.21,-1.1993,3.5915,57985635,1018977030.0,28032289415.0,27931369138.4
2018-01-02,'600426,»ªÂ³ºãÉý,17.51,17.51,15.96,15.96,15.92,1.59,9.9874,2.2245,35915748,611634196.0,28372565760.5,28270420440.1
