ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-01-24,'600298,°²ç÷½ÍÄ¸,33.94,35.63,33.59,35.55,35.04,-1.1,-3.1393,1.9946,16436944,564714653.0,27969307205.4,27969307205.4
2018-01-23,'600298,°²ç÷½ÍÄ¸,35.04,35.67,34.57,35.63,35.63,-0.59,-1.6559,1.4425,11887133,416449334.0,28875796242.7,28875796242.7
2018-01-22,'600298,°²ç÷½ÍÄ¸,35.63,35.9,34.52,34.92,35.2,0.43,1.2216,1.3517,11139332,391877686.0,29362003999.1,29362003999.1
2018-01-19,'600298,°²ç÷½ÍÄ¸,35.2,36.0,34.66,36.0,36.05,-0.85,-2.3578,1.1927,9829028,346146203.0,29007649193.6,29007649193.6
2018-01-18,'600298,°²ç÷½ÍÄ¸,36.05,36.44,35.31,35.35,35.84,0.21,0.5859,0.912,7515720,270220974.0,29708117995.2,29708117995.2
2018-01-17,'600298,°²ç÷½ÍÄ¸,35.84,37.2,35.4,36.75,36.49,-0.65,-1.7813,2.2483,18528056,669117495.0,29535060997.1,29535060997.1
2018-01-16,'600298,°²ç÷½ÍÄ¸,36.49,37.28,34.72,34.72,34.59,1.9,5.4929,2.6795,22081227,796607334.0,30070713610.1,30070713610.1
2018-01-15,'600298,°²ç÷½ÍÄ¸,34.59,34.79,33.52,33.52,33.53,1.06,3.1613,1.9124,15759692,542191104.0,28504959818.4,28504959818.4
2018-01-12,'600298,°²ç÷½ÍÄ¸,33.53,34.09,33.16,33.79,33.73,-0.2,-0.5929,0.7067,5823424,195202639.0,27631434018.8,27631434018.8
2018-01-11,'600298,°²ç÷½ÍÄ¸,33.73,34.25,33.39,34.23,34.26,-0.53,-1.547,1.2711,10475046,353693521.0,27796250207.4,27796250207.4
2018-01-10,'600298,°²ç÷½ÍÄ¸,34.26,34.38,32.72,32.89,32.98,1.28,3.8811,1.9724,16254203,549565636.0,28233013107.2,28233013107.2
2018-01-09,'600298,°²ç÷½ÍÄ¸,32.98,33.02,32.41,32.41,32.62,0.36,1.1036,0.9276,7644272,250856897.0,27178189500.1,27178189500.1
2018-01-08,'600298,°²ç÷½ÍÄ¸,32.62,33.4,32.37,33.4,33.57,-0.95,-2.8299,1.294,10663387,347922504.0,26881520360.7,26881520360.7
2018-01-05,'600298,°²ç÷½ÍÄ¸,33.57,34.08,33.38,33.99,34.1,-0.53,-1.5543,0.6878,5667798,190836010.0,27664397256.5,27664397256.5
2018-01-04,'600298,°²ç÷½ÍÄ¸,34.1,34.2,33.54,33.7,33.87,0.23,0.6791,0.98,8075672,273805201.0,28101160156.3,28101160156.3
2018-01-03,'600298,°²ç÷½ÍÄ¸,33.87,34.03,32.32,32.53,32.7,1.17,3.578,1.6271,13408830,445378592.0,27911621539.4,27911621539.4
2018-01-02,'600298,°²ç÷½ÍÄ¸,32.7,32.91,31.8,32.58,32.72,-0.02,-0.0611,1.2875,10610221,342368936.0,26947446836.1,26947446836.1
