ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600298,°²ç÷½ÍÄ¸,31.71,32.32,31.41,32.23,31.89,-0.18,-0.5644,0.6989,5759541,182459059.0,26131606702.5,26131606702.5
2018-03-29,'600298,°²ç÷½ÍÄ¸,31.89,31.98,30.92,31.1,31.07,0.82,2.6392,1.1268,9285888,292333604.0,26279941272.3,26279941272.3
2018-03-28,'600298,°²ç÷½ÍÄ¸,31.07,31.43,30.72,30.81,31.06,0.01,0.0322,0.768,6328676,196529133.0,25604194899.0,25604194899.0
2018-03-27,'600298,°²ç÷½ÍÄ¸,31.06,31.78,30.9,31.44,31.03,0.03,0.0967,0.5549,4572622,143082346.0,25595954089.6,25595954089.6
2018-03-26,'600298,°²ç÷½ÍÄ¸,31.03,31.2,29.74,29.96,30.42,0.61,2.0053,0.6816,5616951,172906571.0,25571231661.3,25571231661.3
2018-03-23,'600298,°²ç÷½ÍÄ¸,30.42,31.6,30.0,31.1,31.99,-1.57,-4.9078,0.9924,8178206,250981519.0,25068542286.1,25068542286.1
2018-03-22,'600298,°²ç÷½ÍÄ¸,31.99,32.97,31.98,32.83,32.9,-0.91,-2.766,0.6924,5706027,184572218.0,26362349366.6,26362349366.6
2018-03-21,'600298,°²ç÷½ÍÄ¸,32.9,33.4,32.18,32.34,32.34,0.56,1.7316,1.0269,8462172,279130496.0,27112263024.7,27112263024.7
2018-03-20,'600298,°²ç÷½ÍÄ¸,32.34,32.87,31.75,32.43,32.63,-0.29,-0.8888,0.6563,5408110,174335666.0,26650777696.6,26650777696.6
2018-03-19,'600298,°²ç÷½ÍÄ¸,32.63,33.08,32.03,32.87,32.91,-0.28,-0.8508,0.5582,4600340,150441366.0,26889761170.1,26889761170.1
2018-03-16,'600298,°²ç÷½ÍÄ¸,32.91,33.88,32.7,33.2,33.29,-0.38,-1.1415,0.9981,8225135,273448965.0,27120503834.1,27120503834.1
2018-03-15,'600298,°²ç÷½ÍÄ¸,33.29,33.5,32.36,32.58,32.56,0.73,2.242,0.7281,6000283,198835717.0,27433654592.5,27433654592.5
2018-03-14,'600298,°²ç÷½ÍÄ¸,32.56,33.34,32.1,33.22,33.18,-0.62,-1.8686,0.6387,5263748,171355342.0,26832075504.1,26832075504.1
2018-03-13,'600298,°²ç÷½ÍÄ¸,33.18,33.54,33.01,33.23,33.33,-0.15,-0.45,0.5448,4489400,149246236.0,27343005688.7,27343005688.7
2018-03-12,'600298,°²ç÷½ÍÄ¸,33.33,33.86,33.0,33.54,33.39,-0.06,-0.1797,0.819,6749282,225459749.0,27466617830.2,27466617830.2
2018-03-09,'600298,°²ç÷½ÍÄ¸,33.39,33.72,32.42,32.65,32.62,0.77,2.3605,1.2749,10506332,348276446.0,27516062686.8,27516062686.8
2018-03-08,'600298,°²ç÷½ÍÄ¸,32.62,32.69,31.44,31.44,31.55,1.07,3.3914,1.1543,9512507,308369918.0,26881520360.7,26881520360.7
2018-03-07,'600298,°²ç÷½ÍÄ¸,31.55,32.1,31.39,31.78,31.92,-0.37,-1.1591,0.8172,6734395,213998933.0,25999753751.7,25999753751.7
2018-03-06,'600298,°²ç÷½ÍÄ¸,31.92,32.0,30.16,30.28,30.11,1.81,6.0113,1.2658,10431138,325289458.0,26304663700.6,26304663700.6
2018-03-05,'600298,°²ç÷½ÍÄ¸,30.11,30.98,30.04,30.51,30.77,-0.66,-2.1449,0.5238,4316669,131197175.0,24813077193.7,24813077193.7
2018-03-02,'600298,°²ç÷½ÍÄ¸,30.77,31.11,30.55,30.77,30.9,-0.13,-0.4207,0.342,2818005,86878493.0,25356970616.1,25356970616.1
2018-03-01,'600298,°²ç÷½ÍÄ¸,30.9,31.34,30.62,30.95,31.04,-0.14,-0.451,0.5096,4199132,130003402.0,25464101138.7,25464101138.7
2018-02-28,'600298,°²ç÷½ÍÄ¸,31.04,31.35,30.5,30.8,30.97,0.07,0.226,0.5674,4675451,144921536.0,25579472470.7,25579472470.7
2018-02-27,'600298,°²ç÷½ÍÄ¸,30.97,32.2,30.95,32.04,32.01,-1.04,-3.249,0.6829,5627535,176516144.0,25521786804.7,25521786804.7
2018-02-26,'600298,°²ç÷½ÍÄ¸,32.01,32.2,31.34,31.9,31.83,0.18,0.5655,0.6408,5281073,168113786.0,26378830985.4,26378830985.4
2018-02-23,'600298,°²ç÷½ÍÄ¸,31.83,32.5,31.3,31.55,31.55,0.28,0.8875,0.6613,5449365,173972816.0,26230496415.7,26230496415.7
2018-02-22,'600298,°²ç÷½ÍÄ¸,31.55,31.8,30.89,31.51,30.84,0.71,2.3022,0.7614,6274647,197845503.0,25999753751.7,25999753751.7
2018-02-14,'600298,°²ç÷½ÍÄ¸,30.84,30.95,30.05,30.5,30.5,0.34,1.1148,0.4673,3851172,117644951.0,25414656282.1,25414656282.1
2018-02-13,'600298,°²ç÷½ÍÄ¸,30.5,31.27,30.21,30.7,30.43,0.07,0.23,0.728,5999294,184480503.0,25134468761.5,25134468761.5
2018-02-12,'600298,°²ç÷½ÍÄ¸,30.43,30.73,29.0,29.0,29.08,1.35,4.6424,1.0767,8873288,266900368.0,25076783095.5,25076783095.5
2018-02-09,'600298,°²ç÷½ÍÄ¸,29.08,29.57,28.1,28.4,29.21,-0.13,-0.4451,1.4456,11912553,344515177.0,23964273822.4,23964273822.4
2018-02-08,'600298,°²ç÷½ÍÄ¸,29.21,29.23,28.62,28.62,28.59,0.62,2.1686,0.9161,7549108,218868741.0,24071404345.0,24071404345.0
2018-02-07,'600298,°²ç÷½ÍÄ¸,28.59,30.05,28.56,29.99,29.12,-0.53,-1.8201,1.4874,12257420,358579842.0,23560474160.4,23560474160.4
2018-02-06,'600298,°²ç÷½ÍÄ¸,29.12,30.67,28.7,30.15,31.14,-2.02,-6.4868,1.5107,12449502,368471869.0,23997237060.2,23997237060.2
2018-02-05,'600298,°²ç÷½ÍÄ¸,31.14,31.48,30.4,31.08,31.82,-0.68,-2.137,0.703,5793072,179739561.0,25661880565.0,25661880565.0
2018-02-02,'600298,°²ç÷½ÍÄ¸,31.82,31.85,30.4,30.9,31.24,0.58,1.8566,0.9055,7462329,234004653.0,26222255606.3,26222255606.3
2018-02-01,'600298,°²ç÷½ÍÄ¸,31.24,32.77,30.9,32.61,32.54,-1.3,-3.9951,1.4639,12063887,380084373.0,25744288659.3,25744288659.3
2018-01-31,'600298,°²ç÷½ÍÄ¸,32.54,32.78,32.1,32.18,32.22,0.32,0.9932,0.9182,7567114,246193324.0,26815593885.2,26815593885.2
2018-01-30,'600298,°²ç÷½ÍÄ¸,32.22,32.48,31.91,32.08,32.11,0.11,0.3426,0.5828,4802964,154842664.0,26551887983.5,26551887983.5
2018-01-29,'600298,°²ç÷½ÍÄ¸,32.11,33.13,31.9,33.1,33.12,-1.01,-3.0495,1.4545,11986272,386961502.0,26461239079.7,26461239079.7
2018-01-26,'600298,°²ç÷½ÍÄ¸,33.12,33.57,33.01,33.42,33.33,-0.21,-0.6301,1.2007,9895016,328928999.0,27293560832.2,27293560832.2
2018-01-25,'600298,°²ç÷½ÍÄ¸,33.33,33.78,32.8,33.63,33.94,-0.61,-1.7973,1.8397,15160507,503420582.0,27466617830.2,27466617830.2
