ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600265,ST¾°¹È,17.91,18.16,17.2,17.42,17.4,0.51,2.931,0.1224,158811,2818381.0,2324718000.0,2324718000.0
2018-03-29,'600265,ST¾°¹È,17.4,17.5,17.07,17.32,17.19,0.21,1.2216,0.0821,106600,1846675.0,2258520000.0,2258520000.0
2018-03-28,'600265,ST¾°¹È,17.19,17.6,16.91,16.91,17.25,-0.06,-0.3478,0.0803,104171,1787505.0,2231262000.0,2231262000.0
2018-03-27,'600265,ST¾°¹È,17.25,17.58,16.76,16.76,16.76,0.49,2.9236,0.2687,348721,5997059.0,2239050000.0,2239050000.0
2018-03-26,'600265,ST¾°¹È,16.76,16.76,15.51,15.52,15.96,0.8,5.0125,0.1789,232271,3780098.0,2175448000.0,2175448000.0
2018-03-23,'600265,ST¾°¹È,15.96,16.69,15.96,16.69,16.8,-0.84,-5.0,0.3364,436700,7019786.0,2071608000.0,2071608000.0
2018-03-22,'600265,ST¾°¹È,16.8,17.09,16.62,17.09,17.1,-0.3,-1.7544,0.0923,119800,2007326.0,2180640000.0,2180640000.0
2018-03-21,'600265,ST¾°¹È,17.1,17.62,17.02,17.2,17.18,-0.08,-0.4657,0.0861,111700,1930239.0,2219580000.0,2219580000.0
2018-03-20,'600265,ST¾°¹È,17.18,17.43,17.01,17.25,17.54,-0.36,-2.0525,0.1077,139824,2404074.0,2229964000.0,2229964000.0
2018-03-19,'600265,ST¾°¹È,17.54,18.1,17.31,17.97,17.97,-0.43,-2.3929,0.1219,158180,2777961.0,2276692000.0,2276692000.0
2018-03-16,'600265,ST¾°¹È,17.97,18.18,17.83,17.96,17.84,0.13,0.7287,0.0563,73100,1310259.0,2332506000.0,2332506000.0
2018-03-15,'600265,ST¾°¹È,17.84,18.19,17.4,17.4,18.28,-0.44,-2.407,0.1611,209085,3724200.0,2315632000.0,2315632000.0
2018-03-14,'600265,ST¾°¹È,18.28,18.95,18.1,18.95,19.05,-0.77,-4.042,0.3649,473622,8697870.0,2372744000.0,2372744000.0
2018-03-13,'600265,ST¾°¹È,19.05,19.07,17.87,18.28,18.16,0.89,4.9009,0.3837,497985,9307845.0,2472690000.0,2472690000.0
2018-03-12,'600265,ST¾°¹È,18.16,18.18,17.92,17.98,18.04,0.12,0.6652,0.1085,140880,2543369.0,2357168000.0,2357168000.0
