ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-16,'600177,ÑÅ¸ê¶û,8.78,8.85,8.75,8.84,8.83,-0.05,-0.5663,0.177,6337634,55822797.0,31445107759.3,31445107759.3
2018-03-15,'600177,ÑÅ¸ê¶û,8.83,8.9,8.81,8.88,8.88,-0.05,-0.5631,0.1942,6955550,61594029.0,31624180127.0,31624180127.0
2018-03-14,'600177,ÑÅ¸ê¶û,8.88,8.96,8.87,8.92,8.96,-0.08,-0.8929,0.1949,6978837,62182231.0,31803252494.6,31803252494.6
2018-03-13,'600177,ÑÅ¸ê¶û,8.96,9.03,8.95,9.01,9.02,-0.06,-0.6652,0.1861,6664056,59905726.0,32089768282.9,32089768282.9
2018-03-12,'600177,ÑÅ¸ê¶û,9.02,9.03,8.95,8.98,8.97,0.05,0.5574,0.2552,9139334,82128144.0,32304655124.1,32304655124.1
2018-03-09,'600177,ÑÅ¸ê¶û,8.97,8.97,8.9,8.95,8.94,0.03,0.3356,0.3021,10818460,96653494.0,32125582756.4,32125582756.4
2018-03-08,'600177,ÑÅ¸ê¶û,8.94,8.99,8.92,8.97,8.97,-0.03,-0.3344,0.2273,8140308,72914022.0,32018139335.8,32018139335.8
2018-03-07,'600177,ÑÅ¸ê¶û,8.97,9.02,8.96,9.02,9.02,-0.05,-0.5543,0.1404,5026584,45183500.0,32125582756.4,32125582756.4
2018-03-06,'600177,ÑÅ¸ê¶û,9.02,9.02,8.94,8.94,8.93,0.09,1.0078,0.2046,7326816,65792966.0,32304655124.1,32304655124.1
2018-03-05,'600177,ÑÅ¸ê¶û,8.93,9.01,8.9,8.96,8.93,0.0,0.0,0.2154,7714588,69047372.0,31982324862.3,31982324862.3
2018-03-02,'600177,ÑÅ¸ê¶û,8.93,8.99,8.91,8.92,8.99,-0.06,-0.6674,0.2213,7927388,70870818.0,31982324862.3,31982324862.3
2018-03-01,'600177,ÑÅ¸ê¶û,8.99,9.05,8.92,9.0,9.01,-0.02,-0.222,0.3539,12676008,113776478.0,32197211703.5,32197211703.5
2018-02-28,'600177,ÑÅ¸ê¶û,9.01,9.04,8.91,8.98,9.0,0.01,0.1111,0.2073,7425257,66754383.0,32268840650.5,32268840650.5
2018-02-27,'600177,ÑÅ¸ê¶û,9.0,9.11,8.95,8.97,9.03,-0.03,-0.3322,0.4322,15480615,139808197.0,32233026177.0,32233026177.0
2018-02-26,'600177,ÑÅ¸ê¶û,9.03,9.07,8.72,8.76,8.73,0.3,3.4364,0.5312,19025029,170044045.0,32340469597.6,32340469597.6
2018-02-23,'600177,ÑÅ¸ê¶û,8.73,8.79,8.69,8.73,8.71,0.02,0.2296,0.257,9202546,80438395.0,31266035391.7,31266035391.7
2018-02-22,'600177,ÑÅ¸ê¶û,8.71,8.74,8.66,8.72,8.64,0.07,0.8102,0.2833,10146861,88174750.0,31194406444.6,31194406444.6
2018-02-14,'600177,ÑÅ¸ê¶û,8.64,8.78,8.56,8.78,9.0,-0.36,-4.0,0.8311,29764392,257488445.0,30943705129.9,30943705129.9
2018-02-13,'600177,ÑÅ¸ê¶û,9.0,9.14,8.98,9.03,9.03,-0.03,-0.3322,0.3478,12455617,112625405.0,32233026177.0,32233026177.0
2018-02-12,'600177,ÑÅ¸ê¶û,9.03,9.1,8.99,9.07,9.07,-0.04,-0.441,0.3856,13809213,124571981.0,32340469597.6,32340469597.6
2018-02-09,'600177,ÑÅ¸ê¶û,9.07,9.25,8.92,9.12,9.25,-0.18,-1.9459,0.714,25573051,231677633.0,32483727491.7,32483727491.7
2018-02-08,'600177,ÑÅ¸ê¶û,9.25,9.37,9.22,9.32,9.24,0.01,0.1082,0.5068,18150963,168141761.0,33128388015.2,33128388015.2
2018-02-07,'600177,ÑÅ¸ê¶û,9.24,9.39,9.09,9.2,9.09,0.15,1.6502,0.7576,27133379,250714552.0,33092573541.7,33092573541.7
2018-02-06,'600177,ÑÅ¸ê¶û,9.09,9.31,9.07,9.25,9.37,-0.28,-2.9883,0.6325,22653495,208103365.0,32555356438.8,32555356438.8
2018-02-05,'600177,ÑÅ¸ê¶û,9.37,9.42,9.16,9.23,9.19,0.18,1.9587,0.609,21811983,202516382.0,33558161697.6,33558161697.6
2018-02-02,'600177,ÑÅ¸ê¶û,9.19,9.23,8.96,9.08,9.09,0.1,1.1001,0.643,23028398,210383145.0,32913501174.1,32913501174.1
2018-02-01,'600177,ÑÅ¸ê¶û,9.09,9.24,9.02,9.13,9.11,-0.02,-0.2195,0.8499,30437499,278387464.0,32555356438.8,32555356438.8
2018-01-31,'600177,ÑÅ¸ê¶û,9.11,9.43,8.96,9.27,9.85,-0.74,-7.5127,1.8502,66264393,609161532.0,32626985385.8,32626985385.8
2018-01-30,'600177,ÑÅ¸ê¶û,9.85,10.02,9.83,9.97,9.98,-0.13,-1.3026,0.4832,17304795,171742379.0,35277256427.1,35277256427.1
2018-01-29,'600177,ÑÅ¸ê¶û,9.98,10.24,9.96,10.21,10.2,-0.22,-2.1569,0.6277,22479214,226817701.0,35742844582.9,35742844582.9
2018-01-26,'600177,ÑÅ¸ê¶û,10.2,10.22,9.98,10.05,10.07,0.13,1.291,0.8467,30325375,306663815.0,36530763000.6,36530763000.6
2018-01-25,'600177,ÑÅ¸ê¶û,10.07,10.12,9.99,10.12,10.11,-0.04,-0.3956,0.5744,20572835,206777604.0,36065174844.7,36065174844.7
2018-01-24,'600177,ÑÅ¸ê¶û,10.11,10.15,9.89,9.9,9.86,0.25,2.5355,1.0773,38583784,387518414.0,36208432738.8,36208432738.8
2018-01-23,'600177,ÑÅ¸ê¶û,9.86,9.96,9.81,9.9,9.89,-0.03,-0.3033,0.5412,19384481,191340547.0,35313070900.6,35313070900.6
2018-01-22,'600177,ÑÅ¸ê¶û,9.89,9.93,9.83,9.89,9.91,-0.02,-0.2018,0.4318,15466375,152701969.0,35420514321.2,35420514321.2
2018-01-19,'600177,ÑÅ¸ê¶û,9.91,9.94,9.81,9.81,9.8,0.11,1.1224,0.6695,23978100,237171876.0,35492143268.2,35492143268.2
2018-01-18,'600177,ÑÅ¸ê¶û,9.8,9.85,9.72,9.73,9.73,0.07,0.7194,0.3701,13254745,129580729.0,35098184059.4,35098184059.4
2018-01-17,'600177,ÑÅ¸ê¶û,9.73,9.91,9.71,9.77,9.78,-0.05,-0.5112,0.6418,22984545,224908938.0,34847482744.7,34847482744.7
2018-01-16,'600177,ÑÅ¸ê¶û,9.78,9.79,9.44,9.44,9.44,0.34,3.6017,0.7902,28300799,273488419.0,35026555112.3,35026555112.3
2018-01-15,'600177,ÑÅ¸ê¶û,9.44,9.55,9.42,9.47,9.51,-0.07,-0.7361,0.3405,12196300,115693649.0,33808863012.3,33808863012.3
2018-01-12,'600177,ÑÅ¸ê¶û,9.51,9.59,9.47,9.51,9.53,-0.02,-0.2099,0.2403,8605939,82007347.0,34059564327.0,34059564327.0
2018-01-11,'600177,ÑÅ¸ê¶û,9.53,9.59,9.48,9.54,9.55,-0.02,-0.2094,0.2085,7466215,71164515.0,34131193274.1,34131193274.1
2018-01-10,'600177,ÑÅ¸ê¶û,9.55,9.64,9.47,9.61,9.62,-0.07,-0.7277,0.4266,15279557,145860904.0,34202822221.2,34202822221.2
2018-01-09,'600177,ÑÅ¸ê¶û,9.62,9.73,9.55,9.58,9.6,0.02,0.2083,0.4696,16819847,162472925.0,34453523535.9,34453523535.9
2018-01-08,'600177,ÑÅ¸ê¶û,9.6,9.66,9.49,9.56,9.56,0.04,0.4184,0.5223,18706872,179433326.0,34381894588.8,34381894588.8
2018-01-05,'600177,ÑÅ¸ê¶û,9.56,9.62,9.37,9.4,9.4,0.16,1.7021,0.6038,21626515,206164557.0,34238636694.7,34238636694.7
2018-01-04,'600177,ÑÅ¸ê¶û,9.4,9.45,9.36,9.38,9.4,0.0,0.0,0.2917,10448277,98302784.0,33665605118.2,33665605118.2
2018-01-03,'600177,ÑÅ¸ê¶û,9.4,9.44,9.36,9.41,9.41,-0.01,-0.1063,0.3823,13690655,128606053.0,33665605118.2,33665605118.2
2018-01-02,'600177,ÑÅ¸ê¶û,9.41,9.46,9.15,9.15,9.17,0.24,2.6172,0.5001,17911867,167484776.0,33701419591.7,33701419591.7
