ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600305,ºãË³´×Òµ,10.14,10.15,10.04,10.11,10.07,0.07,0.6951,0.6335,3818275,38564114.0,6111763320.0,6111763320.0
2018-03-29,'600305,ºãË³´×Òµ,10.07,10.11,9.97,10.04,10.02,0.05,0.499,0.647,3899436,39119962.0,6069571660.0,6069571660.0
2018-03-28,'600305,ºãË³´×Òµ,10.02,10.16,9.95,10.1,10.17,-0.15,-1.4749,0.5368,3235295,32593867.0,6039434760.0,6039434760.0
2018-03-27,'600305,ºãË³´×Òµ,10.17,10.2,10.04,10.07,9.99,0.18,1.8018,0.7444,4486725,45446939.0,6129845460.0,6129845460.0
2018-03-26,'600305,ºãË³´×Òµ,9.99,10.02,9.65,9.8,9.89,0.1,1.0111,0.7045,4246095,41965010.0,6021352620.0,6021352620.0
2018-03-23,'600305,ºãË³´×Òµ,9.89,10.13,9.68,10.0,10.22,-0.33,-3.229,1.184,7136504,70955185.0,5961078820.0,5961078820.0
2018-03-22,'600305,ºãË³´×Òµ,10.22,10.29,10.04,10.16,10.13,0.09,0.8885,0.7583,4570400,46593020.0,6159982360.0,6159982360.0
2018-03-21,'600305,ºãË³´×Òµ,10.13,10.33,10.1,10.22,10.22,-0.09,-0.8806,0.704,4243221,43467346.0,6105735940.0,6105735940.0
2018-03-20,'600305,ºãË³´×Òµ,10.22,10.39,10.16,10.33,10.38,-0.16,-1.5414,0.752,4532736,46453919.0,6159982360.0,6159982360.0
2018-03-19,'600305,ºãË³´×Òµ,10.38,10.44,10.33,10.38,10.42,-0.04,-0.3839,0.3962,2387800,24808269.0,6256420440.0,6256420440.0
2018-03-16,'600305,ºãË³´×Òµ,10.42,10.58,10.39,10.52,10.52,-0.1,-0.9506,0.539,3248867,34099723.0,6280529960.0,6280529960.0
2018-03-15,'600305,ºãË³´×Òµ,10.52,10.6,10.36,10.41,10.46,0.06,0.5736,0.8867,5344702,56080604.0,6340803760.0,6340803760.0
2018-03-14,'600305,ºãË³´×Òµ,10.46,10.55,10.3,10.47,10.5,-0.04,-0.381,0.9098,5483611,57199756.0,6304639480.0,6304639480.0
2018-03-13,'600305,ºãË³´×Òµ,10.5,10.68,10.48,10.6,10.65,-0.15,-1.4085,0.8474,5107400,53947989.0,6328749000.0,6328749000.0
2018-03-12,'600305,ºãË³´×Òµ,10.65,10.74,10.56,10.63,10.63,0.02,0.1881,0.7888,4754677,50535128.0,6419159700.0,6419159700.0
2018-03-09,'600305,ºãË³´×Òµ,10.63,10.75,10.58,10.62,10.59,0.04,0.3777,0.9134,5505380,58731657.0,6407104940.0,6407104940.0
2018-03-08,'600305,ºãË³´×Òµ,10.59,10.64,10.38,10.4,10.45,0.14,1.3397,0.8334,5022918,52859466.0,6382995420.0,6382995420.0
2018-03-07,'600305,ºãË³´×Òµ,10.45,10.47,10.32,10.36,10.4,0.05,0.4808,0.8156,4915653,51163924.0,6298612100.0,6298612100.0
2018-03-06,'600305,ºãË³´×Òµ,10.4,10.45,10.21,10.32,10.32,0.08,0.7752,1.0757,6483422,67097037.0,6268475200.0,6268475200.0
2018-03-05,'600305,ºãË³´×Òµ,10.32,10.39,10.25,10.38,10.37,-0.05,-0.4822,0.5481,3303883,34062863.0,6220256160.0,6220256160.0
2018-03-02,'600305,ºãË³´×Òµ,10.37,10.43,10.23,10.26,10.34,0.03,0.2901,0.8356,5036778,52099063.0,6250393060.0,6250393060.0
2018-03-01,'600305,ºãË³´×Òµ,10.34,10.48,10.24,10.25,10.32,0.02,0.1938,1.1369,6852594,71036680.0,6232310920.0,6232310920.0
2018-02-28,'600305,ºãË³´×Òµ,10.32,10.38,10.05,10.05,10.2,0.12,1.1765,1.2499,7533623,77133026.0,6220256160.0,6220256160.0
2018-02-27,'600305,ºãË³´×Òµ,10.2,10.38,10.08,10.1,10.2,0.0,0.0,1.6712,10072835,103212661.0,6147927600.0,6147927600.0
2018-02-26,'600305,ºãË³´×Òµ,10.2,10.2,9.89,10.06,10.01,0.19,1.8981,2.2993,13858757,138829662.0,6147927600.0,6147927600.0
2018-02-23,'600305,ºãË³´×Òµ,10.01,10.03,9.9,9.98,10.0,0.01,0.1,0.8194,4939051,49279943.0,6033407380.0,6033407380.0
2018-02-22,'600305,ºãË³´×Òµ,10.0,10.04,9.8,9.93,9.82,0.18,1.833,1.3964,8416822,83862924.0,6027380000.0,6027380000.0
2018-02-14,'600305,ºãË³´×Òµ,9.82,10.0,9.73,9.9,9.97,-0.15,-1.5045,0.9015,5433492,53282063.0,5918887160.0,5918887160.0
2018-02-13,'600305,ºãË³´×Òµ,9.97,10.15,9.96,10.11,10.08,-0.11,-1.0913,1.0304,6210588,62400847.0,6009297860.0,6009297860.0
2018-02-12,'600305,ºãË³´×Òµ,10.08,10.17,9.96,9.96,9.91,0.17,1.7154,1.8932,11410988,114797310.0,6075599040.0,6075599040.0
2018-02-09,'600305,ºãË³´×Òµ,9.91,10.22,9.84,10.0,10.18,-0.27,-2.6523,0.9034,5444968,54437297.0,5973133580.0,5973133580.0
2018-02-08,'600305,ºãË³´×Òµ,10.18,10.28,9.81,9.86,9.85,0.33,3.3503,1.0407,6272489,63653653.0,6135872840.0,6135872840.0
2018-02-07,'600305,ºãË³´×Òµ,9.85,10.07,9.63,9.91,9.65,0.2,2.0725,1.5623,9416605,93143795.0,5936969300.0,5936969300.0
2018-02-06,'600305,ºãË³´×Òµ,9.65,10.26,9.62,10.1,10.3,-0.65,-6.3107,2.03,12235633,122914737.0,5816421700.0,5816421700.0
2018-02-05,'600305,ºãË³´×Òµ,10.3,10.39,10.08,10.26,10.48,-0.18,-1.7176,1.4362,8656684,88361314.0,6208201400.0,6208201400.0
2018-02-02,'600305,ºãË³´×Òµ,10.48,10.63,10.19,10.62,10.65,-0.17,-1.5962,1.3068,7876591,82058982.0,6316694240.0,6316694240.0
