ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600436,Æ¬×Ðñ¥,82.98,83.78,80.41,80.41,81.2,1.78,2.1921,0.9839,5936158,490431891.0,50063262085.8,50063262085.8
2018-03-29,'600436,Æ¬×Ðñ¥,81.2,86.79,81.16,85.72,85.66,-4.46,-5.2066,1.7243,10402909,858928335.0,48989357452.0,48989357452.0
2018-03-28,'600436,Æ¬×Ðñ¥,85.66,87.45,84.08,84.98,85.77,-0.11,-0.1282,0.8445,5095069,438204057.0,51680152208.6,51680152208.6
2018-03-27,'600436,Æ¬×Ðñ¥,85.77,88.55,84.96,86.62,86.32,-0.55,-0.6372,1.283,7740622,672045966.0,51746517101.7,51746517101.7
2018-03-26,'600436,Æ¬×Ðñ¥,86.32,86.93,82.13,83.0,83.93,2.39,2.8476,1.3188,7956811,674636041.0,52078341567.2,52078341567.2
2018-03-23,'600436,Æ¬×Ðñ¥,83.93,84.21,79.94,82.2,83.92,0.01,0.0119,1.3473,8128473,671978391.0,50636413435.3,50636413435.3
2018-03-22,'600436,Æ¬×Ðñ¥,83.92,84.85,82.52,83.53,84.19,-0.27,-0.3207,0.8188,4940115,413246684.0,50630380263.2,50630380263.2
2018-03-21,'600436,Æ¬×Ðñ¥,84.19,84.85,83.1,83.92,84.4,-0.21,-0.2488,0.7929,4783551,401183921.0,50793275909.9,50793275909.9
2018-03-20,'600436,Æ¬×Ðñ¥,84.4,84.48,80.86,81.09,81.59,2.81,3.444,1.1449,6907546,575433386.0,50919972524.0,50919972524.0
2018-03-19,'600436,Æ¬×Ðñ¥,81.59,81.96,79.21,80.0,80.35,1.24,1.5432,0.685,4132878,334421493.0,49224651163.9,49224651163.9
2018-03-16,'600436,Æ¬×Ðñ¥,80.35,82.48,80.1,82.29,82.39,-2.04,-2.476,0.7567,4565182,370191008.0,48476537823.5,48476537823.5
2018-03-15,'600436,Æ¬×Ðñ¥,82.39,82.43,79.88,79.98,79.96,2.43,3.039,0.9974,6017495,489967790.0,49707304931.9,49707304931.9
2018-03-14,'600436,Æ¬×Ðñ¥,79.96,80.66,79.76,80.3,79.95,0.01,0.0125,0.6469,3902952,312681214.0,48241244111.6,48241244111.6
2018-03-13,'600436,Æ¬×Ðñ¥,79.95,81.9,79.68,81.66,82.14,-2.19,-2.6662,0.9933,5993028,481236448.0,48235210939.5,48235210939.5
2018-03-12,'600436,Æ¬×Ðñ¥,82.14,82.86,81.23,82.12,82.26,-0.12,-0.1459,0.9246,5578472,456475580.0,49556475629.4,49556475629.4
2018-03-09,'600436,Æ¬×Ðñ¥,82.26,83.83,81.33,82.82,82.77,-0.51,-0.6162,1.0449,6303956,518151047.0,49628873694.6,49628873694.6
2018-03-08,'600436,Æ¬×Ðñ¥,82.77,83.0,79.85,79.85,79.83,2.94,3.6828,1.1883,7169313,586638154.0,49936565471.7,49936565471.7
2018-03-07,'600436,Æ¬×Ðñ¥,79.83,81.5,78.02,78.79,78.84,0.99,1.2557,1.1133,6716430,538720053.0,48162812874.3,48162812874.3
2018-03-06,'600436,Æ¬×Ðñ¥,78.84,78.9,76.5,77.45,77.43,1.41,1.821,1.15,6938410,541687024.0,47565528836.4,47565528836.4
2018-03-05,'600436,Æ¬×Ðñ¥,77.43,77.5,74.0,74.14,74.14,3.29,4.4376,1.158,6986707,530903004.0,46714851570.3,46714851570.3
2018-03-02,'600436,Æ¬×Ðñ¥,74.14,74.7,72.36,72.55,73.01,1.13,1.5477,0.7343,4430211,327468351.0,44729937949.4,44729937949.4
2018-03-01,'600436,Æ¬×Ðñ¥,73.01,73.44,72.36,72.74,72.88,0.13,0.1784,0.468,2823363,205740075.0,44048189502.1,44048189502.1
2018-02-28,'600436,Æ¬×Ðñ¥,72.88,73.8,72.2,73.28,74.12,-1.24,-1.673,0.5723,3452885,251835097.0,43969758264.8,43969758264.8
