ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600338,Î÷²ØÖé·å,32.33,32.94,32.2,32.23,32.19,0.14,0.4349,2.6303,4164594,135495411.0,21111724812.8,5118916655.89
2018-03-29,'600338,Î÷²ØÖé·å,32.19,32.3,31.22,31.74,31.39,0.8,2.5486,2.0818,3296261,105035024.0,21020303796.0,5096749989.27
2018-03-28,'600338,Î÷²ØÖé·å,31.39,31.94,31.0,31.8,31.95,-0.56,-1.7527,1.9586,3101169,97710334.0,20497897985.6,4970083322.87
2018-03-27,'600338,Î÷²ØÖé·å,31.95,32.6,31.33,32.28,31.78,0.17,0.5349,2.9718,4705360,151181139.0,20863582052.8,5058749989.35
2018-03-26,'600338,Î÷²ØÖé·å,31.78,32.1,30.1,30.1,31.58,0.2,0.6333,2.2599,3578217,112043766.0,20752570818.1,5031833322.74
2018-03-23,'600338,Î÷²ØÖé·å,31.58,33.6,31.58,33.54,35.09,-3.51,-10.0028,4.0933,6481126,210181634.0,20621969365.5,5000166656.14
2018-03-22,'600338,Î÷²ØÖé·å,35.09,35.7,34.82,35.25,35.19,-0.1,-0.2842,1.5638,2475944,87164700.0,22914024858.7,5555916654.97
2018-03-21,'600338,Î÷²ØÖé·å,35.19,36.18,35.12,36.18,36.24,-1.05,-2.8974,2.6889,4257486,151923360.0,22979325585.0,5571749988.27
2018-03-20,'600338,Î÷²ØÖé·å,36.24,38.0,35.65,38.0,38.13,-1.89,-4.9567,4.1228,6527773,238123248.0,23664983211.1,5737999987.92
2018-03-19,'600338,Î÷²ØÖé·å,38.13,38.2,37.02,37.37,37.38,0.75,2.0064,1.8725,2964849,111827294.0,24899166938.2,6037249987.29
2018-03-16,'600338,Î÷²ØÖé·å,37.38,38.6,37.32,38.0,38.17,-0.79,-2.0697,2.1165,3351168,126771019.0,24409411490.9,5918499987.54
2018-03-15,'600338,Î÷²ØÖé·å,38.17,39.37,37.66,39.27,39.13,-0.96,-2.4534,2.7093,4289712,164271607.0,24925287228.7,6043583320.61
2018-03-14,'600338,Î÷²ØÖé·å,39.13,40.8,39.1,39.3,39.77,-0.64,-1.6093,4.27,6760827,271333696.0,25552174201.2,6195583320.29
2018-03-13,'600338,Î÷²ØÖé·å,39.77,41.1,39.02,39.45,38.42,1.35,3.5138,5.1174,8102573,323680200.0,25970098849.5,6296916653.41
2018-03-12,'600338,Î÷²ØÖé·å,38.42,38.98,36.72,37.18,37.37,1.05,2.8097,4.1021,6495068,246213533.0,25088539044.5,6083166653.86
2018-03-09,'600338,Î÷²ØÖé·å,37.37,37.48,36.82,36.96,36.96,0.41,1.1093,1.5935,2523109,93714180.0,24402881418.3,5916916654.21
2018-03-08,'600338,Î÷²ØÖé·å,36.96,37.34,36.77,36.79,37.2,-0.24,-0.6452,1.3603,2153818,79745371.0,24135148440.5,5851999987.68
2018-03-07,'600338,Î÷²ØÖé·å,37.2,37.7,36.78,37.4,37.37,-0.17,-0.4549,1.425,2256301,83803149.0,24291870183.6,5889999987.6
2018-03-06,'600338,Î÷²ØÖé·å,37.37,37.45,35.91,36.12,36.23,1.14,3.1466,2.3392,3703804,136293918.0,24402881418.3,5916916654.21
2018-03-05,'600338,Î÷²ØÖé·å,36.23,36.55,35.95,36.01,36.19,0.04,0.1105,1.3334,2111277,76490876.0,23658453138.5,5736416654.59
2018-03-02,'600338,Î÷²ØÖé·å,36.19,36.56,35.77,36.19,36.47,-0.28,-0.7678,1.428,2261031,81745080.0,23632332848.0,5730083321.27
2018-03-01,'600338,Î÷²ØÖé·å,36.47,36.95,36.15,36.8,37.05,-0.58,-1.5655,2.0343,3221018,117420692.0,23815174881.6,5774416654.51
2018-02-28,'600338,Î÷²ØÖé·å,37.05,37.5,36.03,36.4,36.71,0.34,0.9262,1.8512,2931041,108261193.0,24193919094.2,5866249987.65
2018-02-27,'600338,Î÷²ØÖé·å,36.71,37.45,36.6,37.45,37.48,-0.77,-2.0544,2.2946,3633179,134180563.0,23971896624.7,5812416654.43
2018-02-26,'600338,Î÷²ØÖé·å,37.48,37.68,36.71,37.09,36.51,0.97,2.6568,2.6265,4158598,154951738.0,24474712217.2,5934333320.84
2018-02-23,'600338,Î÷²ØÖé·å,36.51,36.85,35.96,36.25,35.99,0.52,1.4448,2.1887,3465395,126127986.0,23841295172.1,5780749987.83
2018-02-22,'600338,Î÷²ØÖé·å,35.99,36.56,34.38,34.51,34.3,1.69,4.9271,2.7135,4296380,153946490.0,23501731395.4,5698416654.67
2018-02-14,'600338,Î÷²ØÖé·å,34.3,35.0,33.7,35.0,34.48,-0.18,-0.522,1.396,2210289,75250477.0,22398149120.9,5430833321.9
2018-02-13,'600338,Î÷²ØÖé·å,34.48,35.48,34.26,35.06,35.05,-0.57,-1.6262,1.8205,2882536,100476088.0,22515690428.2,5459333321.84
2018-02-12,'600338,Î÷²ØÖé·å,35.05,35.49,34.28,34.69,34.71,0.34,0.9795,1.9004,3008998,105020468.0,22887904568.2,5549583321.65
2018-02-09,'600338,Î÷²ØÖé·å,34.71,36.83,33.78,35.49,36.2,-1.49,-4.116,2.2635,3583884,126091948.0,22665882098.7,5495749988.43
2018-02-08,'600338,Î÷²ØÖé·å,36.2,36.45,34.3,35.05,35.02,1.18,3.3695,2.3958,3793331,135412420.0,23638862920.6,5731666654.6
2018-02-07,'600338,Î÷²ØÖé·å,35.02,36.88,34.57,36.33,35.84,-0.82,-2.2879,2.5867,4095624,146044550.0,22868314350.3,5544833321.66
2018-02-06,'600338,Î÷²ØÖé·å,35.84,37.15,34.81,36.36,37.01,-1.17,-3.1613,3.9181,6203721,224862733.0,23403780305.9,5674666654.72
2018-02-05,'600338,Î÷²ØÖé·å,37.01,37.73,34.81,35.0,35.98,1.03,2.8627,4.0032,6338329,232471711.0,24167798803.6,5859916654.33
2018-02-02,'600338,Î÷²ØÖé·å,35.98,36.3,34.39,34.52,36.05,-0.07,-0.1942,4.1188,6521425,231733210.0,23495201322.7,5696833321.34
2018-02-01,'600338,Î÷²ØÖé·å,36.05,36.31,31.88,32.62,34.15,1.9,5.5637,10.9803,17385448,586196078.0,23540911831.2,5707916654.65
2018-01-31,'600338,Î÷²ØÖé·å,34.15,37.85,34.15,37.48,37.94,-3.79,-9.9895,6.1862,9794836,346248769.0,22300198031.5,5407083321.95
2018-01-30,'600338,Î÷²ØÖé·å,37.94,38.99,37.37,37.68,37.9,0.04,0.1055,3.5586,5634431,214635865.0,24775095558.2,6007166654.02
2018-01-29,'600338,Î÷²ØÖé·å,37.9,38.89,37.31,37.68,37.37,0.53,1.4182,4.4371,7025404,268542885.0,24748975267.7,6000833320.7
2018-01-26,'600338,Î÷²ØÖé·å,37.37,38.97,36.8,38.55,39.0,-1.63,-4.1795,3.1336,4961501,186928347.0,24402881418.3,5916916654.21
2018-01-25,'600338,Î÷²ØÖé·å,39.0,39.5,38.61,38.61,38.83,0.17,0.4378,2.1646,3427221,134335770.0,25467283257.0,6174999987.0
2018-01-24,'600338,Î÷²ØÖé·å,38.83,39.31,38.4,39.0,39.39,-0.56,-1.4217,1.8885,2990054,115829561.0,25356272022.3,6148083320.39
