ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600439,Èð±´¿¨,6.12,6.24,6.03,6.11,6.16,-0.04,-0.6494,2.9998,33957591,206858403.0,6927750892.8,6927750892.8
2018-03-29,'600439,Èð±´¿¨,6.16,6.26,5.87,5.98,6.02,0.14,2.3256,4.2441,48042533,291990144.0,6973030310.4,6973030310.4
2018-03-28,'600439,Èð±´¿¨,6.02,6.12,5.92,5.97,6.04,-0.02,-0.3311,2.1308,24120795,144838416.0,6814552348.8,6814552348.8
2018-03-27,'600439,Èð±´¿¨,6.04,6.14,5.9,5.92,5.86,0.18,3.0717,2.7538,31172054,187987958.0,6837192057.6,6837192057.6
2018-03-26,'600439,Èð±´¿¨,5.86,5.92,5.54,5.68,5.78,0.08,1.3841,1.1504,13022702,75400840.0,6633434678.4,6633434678.4
2018-03-23,'600439,Èð±´¿¨,5.78,5.89,5.54,5.89,5.97,-0.19,-3.1826,1.6602,18793047,107774860.0,6542875843.2,6542875843.2
2018-03-22,'600439,Èð±´¿¨,5.97,5.98,5.82,5.82,5.87,0.1,1.7036,1.3373,15138032,89644545.0,6757953076.8,6757953076.8
2018-03-21,'600439,Èð±´¿¨,5.87,5.91,5.68,5.71,5.76,0.11,1.9097,1.6228,18370045,107486502.0,6644754532.8,6644754532.8
2018-03-20,'600439,Èð±´¿¨,5.76,5.79,5.55,5.79,5.83,-0.07,-1.2007,1.7501,19810466,112471894.0,6520236134.4,6520236134.4
2018-03-19,'600439,Èð±´¿¨,5.83,6.01,5.81,6.01,6.03,-0.2,-3.3167,1.2913,14616764,85940959.0,6599475115.2,6599475115.2
2018-03-16,'600439,Èð±´¿¨,6.03,6.1,5.98,6.05,6.05,-0.02,-0.3306,1.2178,13785321,83219281.0,6825872203.2,6825872203.2
2018-03-15,'600439,Èð±´¿¨,6.05,6.16,6.02,6.09,6.14,-0.09,-1.4658,1.3457,15233592,92348913.0,6848511912.0,6848511912.0
2018-03-14,'600439,Èð±´¿¨,6.14,6.18,5.93,5.96,5.96,0.18,3.0201,3.2142,36384489,220504584.0,6950390601.6,6950390601.6
2018-03-13,'600439,Èð±´¿¨,5.96,6.1,5.95,6.08,6.12,-0.16,-2.6144,2.2485,25452466,152993459.0,6746633222.4,6746633222.4
2018-03-12,'600439,Èð±´¿¨,6.12,6.17,6.03,6.1,6.14,-0.02,-0.3257,3.0022,33984794,206903858.0,6927750892.8,6927750892.8
2018-03-09,'600439,Èð±´¿¨,6.14,6.15,5.99,6.11,6.12,0.02,0.3268,3.2275,36534906,220838120.0,6950390601.6,6950390601.6
2018-03-08,'600439,Èð±´¿¨,6.12,6.3,6.01,6.3,6.33,-0.21,-3.3175,3.3847,38314303,234449161.0,6927750892.8,6927750892.8
2018-03-07,'600439,Èð±´¿¨,6.33,6.53,6.23,6.53,6.52,-0.19,-2.9141,2.6647,30164305,191669039.0,7165467835.2,7165467835.2
2018-03-06,'600439,Èð±´¿¨,6.52,6.78,6.37,6.4,6.54,-0.02,-0.3058,3.8198,43239971,282101745.0,7380545068.8,7380545068.8
2018-03-05,'600439,Èð±´¿¨,6.54,6.58,6.14,6.16,6.29,0.25,3.9746,4.772,54017902,340188885.0,7403184777.6,7403184777.6
2018-03-02,'600439,Èð±´¿¨,6.29,6.44,5.86,5.91,5.98,0.31,5.1839,4.8932,55389858,338724677.0,7120188417.6,7120188417.6
2018-03-01,'600439,Èð±´¿¨,5.98,6.0,5.77,5.9,5.95,0.03,0.5042,2.0579,23294692,137050757.0,6769272931.2,6769272931.2
2018-02-28,'600439,Èð±´¿¨,5.95,5.97,5.87,5.93,6.02,-0.07,-1.1628,1.1502,13019900,76976359.0,6735313368.0,6735313368.0
2018-02-27,'600439,Èð±´¿¨,6.02,6.1,5.77,5.88,5.89,0.13,2.2071,2.0231,22900927,134546192.0,6814552348.8,6814552348.8
2018-02-26,'600439,Èð±´¿¨,5.89,5.93,5.65,5.66,5.68,0.21,3.6972,1.4705,16645549,95975098.0,6667394241.6,6667394241.6
2018-02-23,'600439,Èð±´¿¨,5.68,5.74,5.5,5.5,5.52,0.16,2.8986,1.0405,11778169,66304029.0,6429677299.2,6429677299.2
2018-02-22,'600439,Èð±´¿¨,5.52,5.52,5.4,5.43,5.43,0.09,1.6575,0.297,3361675,18375854.0,6248559628.8,6248559628.8
2018-02-14,'600439,Èð±´¿¨,5.43,5.49,5.37,5.47,5.46,-0.03,-0.5495,0.6144,6954620,37932505.0,6146680939.2,6146680939.2
2018-02-13,'600439,Èð±´¿¨,5.46,5.52,5.42,5.44,5.46,0.0,0.0,0.2703,3059510,16721202.0,6180640502.4,6180640502.4
2018-02-12,'600439,Èð±´¿¨,5.46,5.55,5.42,5.44,5.46,0.0,0.0,0.521,5897743,32329894.0,6180640502.4,6180640502.4
2018-02-09,'600439,Èð±´¿¨,5.46,5.49,5.1,5.3,5.47,-0.01,-0.1828,1.1262,12748302,68106988.0,6180640502.4,6180640502.4
2018-02-08,'600439,Èð±´¿¨,5.47,5.49,5.32,5.49,5.5,-0.03,-0.5455,0.6434,7282947,39574035.0,6191960356.8,6191960356.8
2018-02-07,'600439,Èð±´¿¨,5.5,5.56,5.35,5.5,5.54,-0.04,-0.722,0.7534,8528106,46552585.0,6225919920.0,6225919920.0
2018-02-06,'600439,Èð±´¿¨,5.54,5.56,5.44,5.5,5.57,-0.03,-0.5386,0.7282,8242872,45395013.0,6271199337.6,6271199337.6
2018-02-05,'600439,Èð±´¿¨,5.57,5.62,5.47,5.59,5.62,-0.05,-0.8897,0.553,6259947,34619242.0,6305158900.8,6305158900.8
2018-02-02,'600439,Èð±´¿¨,5.62,5.65,5.01,5.56,5.57,0.05,0.8977,1.5022,17005059,91345626.0,6361758172.8,6361758172.8
2018-02-01,'600439,Èð±´¿¨,5.57,5.59,5.55,5.59,5.59,-0.02,-0.3578,0.76,8603400,47917081.0,6305158900.8,6305158900.8
2018-01-31,'600439,Èð±´¿¨,5.59,5.6,5.57,5.58,5.59,0.0,0.0,0.3854,4363010,24376981.0,6327798609.6,6327798609.6
2018-01-30,'600439,Èð±´¿¨,5.59,5.62,5.57,5.59,5.6,-0.01,-0.1786,0.2903,3286308,18387652.0,6327798609.6,6327798609.6
2018-01-29,'600439,Èð±´¿¨,5.6,5.61,5.56,5.6,5.61,-0.01,-0.1783,0.4175,4725693,26367627.0,6339118464.0,6339118464.0
2018-01-26,'600439,Èð±´¿¨,5.61,5.61,5.58,5.59,5.61,0.0,0.0,0.3455,3911208,21879396.0,6350438318.4,6350438318.4
2018-01-25,'600439,Èð±´¿¨,5.61,5.63,5.58,5.6,5.61,0.0,0.0,0.574,6497200,36402009.0,6350438318.4,6350438318.4
2018-01-24,'600439,Èð±´¿¨,5.61,5.64,5.57,5.61,5.61,0.0,0.0,0.5267,5962713,33350675.0,6350438318.4,6350438318.4
2018-01-23,'600439,Èð±´¿¨,5.61,5.67,5.6,5.61,5.65,-0.04,-0.708,0.353,3995565,22459782.0,6350438318.4,6350438318.4
2018-01-22,'600439,Èð±´¿¨,5.65,5.65,5.58,5.61,5.65,0.0,0.0,0.4704,5324590,29933376.0,6395717736.0,6395717736.0
2018-01-19,'600439,Èð±´¿¨,5.65,5.69,5.55,5.58,5.61,0.04,0.713,0.9692,10971632,61690164.0,6395717736.0,6395717736.0
2018-01-18,'600439,Èð±´¿¨,5.61,5.65,5.59,5.63,5.61,0.0,0.0,0.5788,6552222,36864165.0,6350438318.4,6350438318.4
2018-01-17,'600439,Èð±´¿¨,5.61,5.66,5.56,5.66,5.66,-0.05,-0.8834,0.5858,6630619,37196408.0,6350438318.4,6350438318.4
2018-01-16,'600439,Èð±´¿¨,5.66,5.77,5.65,5.7,5.71,-0.05,-0.8757,0.4295,4862108,27711105.0,6407037590.4,6407037590.4
2018-01-15,'600439,Èð±´¿¨,5.71,5.81,5.71,5.8,5.8,-0.09,-1.5517,0.4065,4601483,26406601.0,6463636862.4,6463636862.4
2018-01-12,'600439,Èð±´¿¨,5.8,5.87,5.78,5.81,5.82,-0.02,-0.3436,0.4565,5167081,30081618.0,6565515552.0,6565515552.0
2018-01-11,'600439,Èð±´¿¨,5.82,5.86,5.76,5.79,5.8,0.02,0.3448,0.5751,6510568,37847658.0,6588155260.8,6588155260.8
2018-01-10,'600439,Èð±´¿¨,5.8,5.9,5.67,5.68,5.69,0.11,1.9332,0.8635,9775001,56795274.0,6565515552.0,6565515552.0
2018-01-09,'600439,Èð±´¿¨,5.69,5.75,5.68,5.75,5.74,-0.05,-0.8711,0.3714,4204284,24018276.0,6440997153.6,6440997153.6
2018-01-08,'600439,Èð±´¿¨,5.74,5.75,5.61,5.62,5.63,0.11,1.9538,0.7345,8313896,47312604.0,6497596425.6,6497596425.6
2018-01-05,'600439,Èð±´¿¨,5.63,5.64,5.56,5.58,5.59,0.04,0.7156,0.3675,4159811,23333430.0,6373078027.2,6373078027.2
2018-01-04,'600439,Èð±´¿¨,5.59,5.61,5.58,5.61,5.62,-0.03,-0.5338,0.204,2309344,12907151.0,6327798609.6,6327798609.6
2018-01-03,'600439,Èð±´¿¨,5.62,5.66,5.54,5.57,5.59,0.03,0.5367,0.4484,5076320,28416845.0,6361758172.8,6361758172.8
2018-01-02,'600439,Èð±´¿¨,5.59,5.59,5.53,5.58,5.59,0.0,0.0,0.4458,5046056,28066123.0,6327798609.6,6327798609.6
