ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600477,º¼Ïô¸Ö¹¹,9.14,9.26,8.76,8.83,8.75,0.39,4.4571,1.534,19328730,176166398.0,12562204430.2,11516411388.4
2018-03-29,'600477,º¼Ïô¸Ö¹¹,8.75,8.8,8.5,8.76,8.61,0.14,1.626,0.942,11868755,103270084.0,12026180390.0,11025010902.5
2018-03-28,'600477,º¼Ïô¸Ö¹¹,8.61,8.75,8.41,8.48,8.62,-0.01,-0.116,0.8509,10721378,92509759.0,11833761503.8,10848610728.1
2018-03-27,'600477,º¼Ïô¸Ö¹¹,8.62,8.68,8.52,8.63,8.46,0.16,1.8913,0.7613,9592213,82549642.0,11847505709.9,10861210740.5
2018-03-26,'600477,º¼Ïô¸Ö¹¹,8.46,8.49,8.11,8.18,8.27,0.19,2.2975,0.9409,11854906,98293221.0,11627598411.4,10659610541.2
2018-03-23,'600477,º¼Ïô¸Ö¹¹,8.27,8.72,8.21,8.51,8.91,-0.64,-7.1829,1.4528,18305349,154917174.0,11366458494.3,10420210304.4
2018-03-22,'600477,º¼Ïô¸Ö¹¹,8.91,9.13,8.89,9.07,9.06,-0.15,-1.6556,0.8075,10174419,91552014.0,12246087688.6,11226611101.9
2018-03-21,'600477,º¼Ïô¸Ö¹¹,9.06,9.26,9.05,9.19,9.19,-0.13,-1.4146,0.7079,8919124,81822059.0,12452250781.0,11415611288.8
2018-03-20,'600477,º¼Ïô¸Ö¹¹,9.19,9.27,9.04,9.14,9.19,0.0,0.0,0.7569,9537335,87056966.0,12630925461.0,11579411450.7
2018-03-19,'600477,º¼Ïô¸Ö¹¹,9.19,9.26,9.11,9.16,9.17,0.02,0.2181,0.5201,6553308,60230657.0,12630925461.0,11579411450.7
