ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2018-03-30,'600168,Îäºº¿Ø¹É,7.73,7.75,7.67,7.71,7.69,0.04,0.5202,0.3337,2368114,18269452.0,5484973719.16,5484973719.16
2018-03-29,'600168,Îäºº¿Ø¹É,7.69,7.72,7.64,7.64,7.65,0.04,0.5229,0.2792,1981351,15222173.0,5456590931.48,5456590931.48
2018-03-28,'600168,Îäºº¿Ø¹É,7.65,7.72,7.58,7.6,7.67,-0.02,-0.2608,0.3492,2477500,18969024.0,5428208143.8,5428208143.8
2018-03-27,'600168,Îäºº¿Ø¹É,7.67,7.7,7.58,7.59,7.56,0.11,1.455,0.4182,2967571,22676031.0,5442399537.64,5442399537.64
2018-03-26,'600168,Îäºº¿Ø¹É,7.56,7.57,7.41,7.43,7.45,0.11,1.4765,0.3852,2733400,20458881.0,5364346871.52,5364346871.52
2018-03-23,'600168,Îäºº¿Ø¹É,7.45,7.85,7.44,7.85,7.94,-0.49,-6.1713,0.6617,4695115,35732036.0,5286294205.4,5286294205.4
2018-03-22,'600168,Îäºº¿Ø¹É,7.94,8.0,7.89,7.91,7.96,-0.02,-0.2513,0.3108,2205494,17515723.0,5633983354.48,5633983354.48
2018-03-21,'600168,Îäºº¿Ø¹É,7.96,8.19,7.86,7.86,7.86,0.1,1.2723,0.6479,4597504,36860477.0,5648174748.32,5648174748.32
2018-03-20,'600168,Îäºº¿Ø¹É,7.86,7.89,7.78,7.83,7.89,-0.03,-0.3802,0.1898,1346635,10549470.0,5577217779.12,5577217779.12
2018-03-19,'600168,Îäºº¿Ø¹É,7.89,7.94,7.88,7.89,7.91,-0.02,-0.2528,0.1585,1124900,8892649.0,5598504869.88,5598504869.88
2018-03-16,'600168,Îäºº¿Ø¹É,7.91,7.97,7.86,7.87,7.87,0.04,0.5083,0.2366,1678500,13271553.0,5612696263.72,5612696263.72
2018-03-15,'600168,Îäºº¿Ø¹É,7.87,7.88,7.8,7.85,7.9,-0.03,-0.3797,0.2436,1728379,13560794.0,5584313476.04,5584313476.04
2018-03-14,'600168,Îäºº¿Ø¹É,7.9,8.0,7.88,7.97,7.98,-0.08,-1.0025,0.2995,2125100,16840170.0,5605600566.8,5605600566.8
2018-03-13,'600168,Îäºº¿Ø¹É,7.98,8.05,7.97,7.99,8.0,-0.02,-0.25,0.3149,2234755,17911822.0,5662366142.16,5662366142.16
2018-03-12,'600168,Îäºº¿Ø¹É,8.0,8.05,7.92,7.94,7.93,0.07,0.8827,0.3827,2715709,21709213.0,5676557536.0,5676557536.0
