日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-03-30,'600208,新湖中宝,4.65,4.7,4.6,4.68,4.65,0.0,0.0,0.4563,39232067,182302035.0,39986947442.4,39981499432.7
2018-03-29,'600208,新湖中宝,4.65,4.69,4.58,4.61,4.64,0.01,0.2155,0.5303,45596761,211676470.0,39986947442.4,39981499432.7
2018-03-28,'600208,新湖中宝,4.64,4.76,4.56,4.6,4.68,-0.04,-0.8547,0.7091,60969804,282925105.0,39900954007.0,39895517713.4
2018-03-27,'600208,新湖中宝,4.68,4.71,4.51,4.55,4.48,0.2,4.4643,0.906,77895875,360317186.0,40244927748.5,40239444590.3
2018-03-26,'600208,新湖中宝,4.48,4.63,4.41,4.58,4.63,-0.15,-3.2397,0.8463,72764024,328089220.0,38525059041.3,38519810206.1
2018-03-23,'600208,新湖中宝,4.63,4.72,4.44,4.53,4.63,0.0,0.0,1.013,87096870,402640624.0,39814960571.7,39809535994.2
2018-03-22,'600208,新湖中宝,4.63,4.7,4.54,4.68,4.7,-0.07,-1.4894,0.5859,50380097,231967105.0,39814960571.7,39809535994.2
2018-03-21,'600208,新湖中宝,4.7,4.78,4.62,4.76,4.79,-0.09,-1.8789,0.6627,56984354,267544626.0,40416914619.2,40411408028.7
2018-03-20,'600208,新湖中宝,4.79,4.88,4.72,4.74,4.78,0.01,0.2092,0.5465,46987493,224974232.0,41190855537.4,41185243501.6
2018-03-19,'600208,新湖中宝,4.78,4.79,4.63,4.64,4.64,0.14,3.0172,0.6033,51876124,244847299.0,41104862102.1,41099261782.4
2018-03-16,'600208,新湖中宝,4.64,4.69,4.57,4.6,4.61,0.03,0.6508,0.3678,31621025,146999105.0,39900954007.0,39895517713.4
2018-03-15,'600208,新湖中宝,4.61,4.63,4.53,4.54,4.56,0.05,1.0965,0.4476,38484174,176687048.0,39642973701.0,39637572555.8
2018-03-14,'600208,新湖中宝,4.56,4.62,4.55,4.61,4.59,-0.03,-0.6536,0.3531,30361398,139214756.0,39213006524.2,39207663959.8
2018-03-13,'600208,新湖中宝,4.59,4.68,4.54,4.56,4.56,0.03,0.6579,0.5646,48543092,224060824.0,39470986830.2,39465609117.4
2018-03-12,'600208,新湖中宝,4.56,4.62,4.37,4.4,4.42,0.14,3.1674,0.8452,72672347,329058036.0,39213006524.2,39207663959.8
2018-03-09,'600208,新湖中宝,4.42,4.45,4.35,4.45,4.45,-0.03,-0.6742,0.344,29576080,129726766.0,38009098429.1,38003919890.8
2018-03-08,'600208,新湖中宝,4.45,4.46,4.41,4.43,4.43,0.02,0.4515,0.2148,18472093,81925741.0,38267078735.2,38261865048.4
2018-03-07,'600208,新湖中宝,4.43,4.51,4.41,4.47,4.51,-0.08,-1.7738,0.3655,31430517,139847798.0,38095091864.5,38089901610.0
2018-03-06,'600208,新湖中宝,4.51,4.55,4.36,4.37,4.37,0.14,3.2037,0.63,54168890,242990849.0,38783039347.4,38777755363.7
2018-03-05,'600208,新湖中宝,4.37,4.39,4.31,4.32,4.31,0.06,1.3921,0.3218,27664885,120576839.0,37579131252.3,37574011294.8
2018-03-02,'600208,新湖中宝,4.31,4.37,4.31,4.32,4.35,-0.04,-0.9195,0.2337,20094871,87089318.0,37063170640.2,37058120979.5
2018-03-01,'600208,新湖中宝,4.35,4.37,4.29,4.3,4.33,0.02,0.4619,0.3136,26963570,117152490.0,37407144381.6,37402047856.3
2018-02-28,'600208,新湖中宝,4.33,4.37,4.28,4.3,4.34,-0.01,-0.2304,0.3777,32478498,140396369.0,37235157510.9,37230084417.9
2018-02-27,'600208,新湖中宝,4.34,4.41,4.29,4.41,4.42,-0.08,-1.81,0.4992,42920042,186197710.0,37321150946.2,37316066137.1
2018-02-26,'600208,新湖中宝,4.42,4.45,4.3,4.41,4.4,0.02,0.4545,0.4694,40362367,176957948.0,38009098429.1,38003919890.8
2018-02-23,'600208,新湖中宝,4.4,4.45,4.34,4.44,4.33,0.07,1.6166,0.4313,37085725,162942877.0,37837111558.4,37831956452.4
